GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763047705715,35.73223171259748,shrub,1.26,0.5,2.2,2.3
136.7585604126756,35.732231706658666,tree,6.09,1.3,1.8,NA
136.7594903347851,35.73223170728854,shrub,0.71,1.6,2.7,1.6
136.7604202715973,35.73223169676065,shrub,0.75,0.5,9.7,1.5
136.76135023691438,35.732231730413915,shrub,0.88,0.5,10.6,1.7
136.7622801453708,35.73223169145171,tree,3.96,2.6,0.9,NA
136.76321009256958,35.732231694061184,shrub,1.75,1.6,1.8,2.2
136.7641401023817,35.73223173590282,shrub,0.79,6.5,4.0,1.7
136.7650699030767,35.732231671565685,shrub,0.69,4.9,9.8,1.5
136.76599986920675,35.732231672375526,shrub,2.0,3.0,1.4,2.3
136.7669298499597,35.732231689562084,shrub,1.77,0.5,0.9,2.1
136.7678597774402,35.732231706658666,shrub,1.17,0.5,2.0,2.3
136.768789697316,35.73223168704259,shrub,1.03,9.3,10.0,1.4
136.76971971766494,35.732231719166165,shrub,0.79,0.5,10.2,1.5
136.77064962936436,35.732231701619675,shrub,0.51,4.3,10.4,1.4
136.77157955255655,35.73223169766047,tree,5.47,2.9,2.9,NA
136.77250947848663,35.73223170521896,shrub,1.23,7.5,1.1,2.2
136.7734394365388,35.73223170602879,shrub,1.99,3.8,1.7,2.1
136.77436936422816,35.73223170107978,tree,5.34,1.3,3.6,NA
136.77529935648556,35.73223172483503,shrub,1.06,1.7,1.9,2.5
136.776229193962,35.73223166922616,shrub,0.82,3.1,3.6,1.7
136.77715916123267,35.732231692801435,shrub,0.94,7.6,2.4,2.3
136.7780890824793,35.73223167804439,shrub,0.64,3.7,9.4,1.5
136.77901906730565,35.73223170584883,shrub,0.9,7.7,9.1,1.5
136.77994898308805,35.732231685332934,shrub,1.73,0.5,1.7,2.3
136.780879004362,35.732231735003,shrub,0.57,1.2,9.8,1.5
136.78180896346774,35.732231737972405,shrub,1.77,0.5,1.0,2.3
136.78273885750318,35.732231699640074,tree,6.54,2.7,1.6,NA
136.78366875099712,35.73223168947211,shrub,0.52,2.6,10.2,1.2
136.78459871732989,35.732231689562084,shrub,1.82,0.5,1.1,2.3
136.78552864916827,35.732231702879425,shrub,1.85,0.5,1.9,2.3
136.78645856519495,35.7322316765147,shrub,0.73,1.6,9.5,1.6
136.78738856495065,35.732231717906416,shrub,1.89,0.5,1.3,2.3
136.78831844536808,35.73223168569286,tree,5.0,7.3,2.7,NA
136.78924842458846,35.732231710617874,shrub,0.76,3.6,9.7,1.5
136.79017832582502,35.73223168002399,shrub,1.78,5.1,1.4,2.2
136.79110836485157,35.73223173068386,shrub,0.71,0.5,9.8,1.5
136.79203818795182,35.73223167534493,shrub,0.74,3.0,10.0,1.4
136.79296819397942,35.73223171007798,shrub,0.6,0.5,10.4,1.5
136.79389810041067,35.732231686052785,shrub,0.71,0.5,10.4,1.5
136.7948280949655,35.73223171223755,shrub,0.85,0.5,4.0,1.6
136.79575798683584,35.73223169829034,shrub,0.68,0.9,2.8,1.6
136.75892891608308,35.73298786583683,shrub,0.59,2.2,10.9,1.4
136.75985891768536,35.73298787771446,tree,5.21,6.0,3.0,NA
136.76078883737281,35.73298786547691,shrub,0.58,0.5,9.8,1.5
136.76171879071774,35.73298787915417,tree,4.21,2.9,1.1,NA
136.76264871994766,35.73298787105579,shrub,1.77,0.7,0.8,2.4
136.76357866147717,35.732987859358126,shrub,1.86,1.8,1.4,2.3
136.76450866030302,35.73298788347331,tree,5.08,8.2,2.9,NA
136.76543858134988,35.73298786403719,shrub,0.64,10.4,10.2,1.5
136.76636847841633,35.7329878269646,shrub,0.61,6.2,10.2,1.6
136.7672984512007,35.732987859178166,shrub,1.69,0.5,1.5,2.2
136.76822847880828,35.732987881493706,tree,6.02,4.2,2.2,NA
136.7691583594548,35.732987858638275,shrub,0.78,1.0,10.2,1.4
136.7700883753498,35.73298789211158,shrub,1.26,0.5,2.6,2.1
136.77101819632023,35.73298782516497,shrub,1.75,0.5,0.5,2.2
136.77194821846706,35.73298786646671,tree,6.67,7.2,2.2,NA
136.77287822427587,35.73298788356329,shrub,1.83,1.5,2.1,2.3
136.77380803874033,35.73298782597481,shrub,1.85,0.5,1.2,2.4
136.7747380308779,35.732987846580684,shrub,1.19,4.8,2.3,2.3
