GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763047939603,35.7322317189862,tree,4.44,6.4,2.0,NA
136.75856040802893,35.73223172573485,shrub,0.77,4.8,9.8,1.6
136.7594903416531,35.73223171547691,shrub,1.68,3.7,1.3,2.3
136.76042025289934,35.732231695860825,shrub,0.62,6.1,9.7,1.4
136.76135016862963,35.73223169271146,tree,4.2,0.5,3.0,NA
136.76228008462752,35.73223167444511,shrub,0.61,2.1,10.0,1.6
136.76321010933395,35.73223171142771,tree,4.77,4.3,1.1,NA
136.76414009721023,35.73223173914217,tree,5.31,4.7,0.7,NA
136.76506993303602,35.732231693071384,shrub,0.55,0.5,10.0,1.6
136.76599989180917,35.732231686052785,shrub,0.66,2.1,10.1,1.5
136.766929875889,35.732231706658666,tree,3.83,2.3,1.1,NA
136.76785981002038,35.73223172627474,shrub,1.16,5.2,2.1,2.1
136.7687897202032,35.73223169154169,shrub,1.74,0.5,0.3,2.2
136.76971962583087,35.73223168560288,shrub,0.92,6.4,3.6,1.6
136.77064957519028,35.73223168515297,shrub,1.85,5.4,1.1,2.2
136.77157956552415,35.73223170314937,shrub,1.12,5.0,3.2,2.1
136.7725095543731,35.73223172672465,shrub,1.9,0.5,1.4,2.3
136.77343950512414,35.73223173707259,shrub,1.85,3.4,1.4,2.2
136.77436938644135,35.73223169784043,tree,4.91,3.8,-0.1,NA
136.77529928853863,35.73223167921416,shrub,1.72,4.8,0.8,2.3
136.7762292130073,35.73223168695261,tree,5.14,4.2,0.9,NA
136.77715913249125,35.73223167039592,shrub,1.69,0.5,1.7,2.1
136.7780891728739,35.73223171772645,shrub,1.06,0.5,2.1,2.3
136.77901908728288,35.732231697570484,shrub,1.85,0.7,1.5,2.4
136.77994905550997,35.73223173059388,shrub,0.83,10.2,3.1,1.7
136.78087902503722,35.73223172906418,shrub,0.61,0.5,9.8,1.4
136.78180894679403,35.73223173464307,shrub,0.68,2.6,10.3,1.5
136.78273880341067,35.73223167903419,tree,6.8,0.5,1.3,NA
136.78366877957492,35.73223168839232,shrub,0.85,0.5,9.9,1.5
136.78459873787665,35.7322317189862,shrub,0.59,5.8,9.6,1.8
136.7855286216227,35.73223167453509,shrub,0.63,4.1,10.5,1.4
136.78645865017708,35.73223172528495,shrub,0.67,2.1,10.4,1.7
136.78738859500723,35.73223172303539,tree,6.53,7.0,1.4,NA
136.7883185233733,35.732231720155966,tree,5.99,4.3,2.2,NA
136.7892484178588,35.732231705668866,shrub,0.91,1.0,10.3,1.6
136.7901783582643,35.732231708188365,shrub,0.84,10.5,10.0,1.5
136.79110829496997,35.73223170629874,shrub,0.69,3.0,9.8,1.3
136.79203820975002,35.732231691901625,shrub,0.72,1.0,9.6,1.3
136.79296814384057,35.732231680113976,tree,5.65,8.7,2.1,NA
136.79389815159644,35.73223172519496,shrub,0.76,3.9,10.8,1.5
136.7948280346091,35.7322316694961,shrub,1.76,4.1,1.3,2.3
136.7957580405124,35.73223170782843,shrub,0.99,4.8,2.4,2.2
136.75892888925617,35.73298784190162,tree,4.52,0.5,2.8,NA
136.75985883783227,35.732987843071385,tree,6.11,6.5,1.4,NA
136.76078880292408,35.732987857918424,shrub,1.23,2.6,2.7,2.2
136.76171881201847,35.732987886982606,shrub,1.31,0.5,3.0,2.2
136.76264875826303,35.73298787519496,shrub,1.18,2.3,2.5,2.4
136.7635786521373,35.7329878445111,shrub,0.6,1.5,9.9,1.4
136.76450867367927,35.732987886622674,shrub,0.72,2.3,2.9,1.8
136.76543856897757,35.73298785908818,tree,5.24,5.5,2.8,NA
136.76636847945912,35.73298783137373,tree,4.89,1.5,1.6,NA
136.7672985135991,35.73298788275345,tree,6.18,2.6,1.5,NA
136.7682284438324,35.73298787285543,shrub,1.39,2.6,1.8,2.3
136.7691582963846,35.73298782165567,shrub,0.76,4.3,11.0,1.7
136.77008824933733,35.73298782408518,shrub,1.21,5.8,2.4,2.3
136.77101823096365,35.7329878390222,tree,7.28,4.3,1.0,NA
136.77194820626806,35.732987847120576,shrub,1.73,3.5,1.6,2.5
136.77287813768692,35.73298783920217,tree,4.97,4.5,1.5,NA
136.773808034778,35.7329878210258,shrub,1.4,7.2,2.1,2.1
136.77473808343086,35.732987874925016,shrub,1.27,5.9,1.7,2.3
136.775667993981,35.73298783578284,shrub,1.62,3.9,1.0,2.3
136.77659798953528,35.73298786997601,shrub,1.31,6.2,2.0,2.2
136.7775279552129,35.73298787807438,shrub,1.76,0.5,0.1,2.1
136.77845787405641,35.73298786070786,shrub,1.15,5.3,2.5,2.2
136.77938784289518,35.73298788005399,shrub,1.89,0.5,1.2,2.3
136.78031776088972,35.73298784892022,shrub,0.93,4.6,9.6,1.6
136.781247670482,35.732987846850634,shrub,1.31,4.7,2.0,2.3
136.7821776964962,35.73298788563287,shrub,0.84,6.1,3.0,1.6
136.7831075317569,35.732987823275344,shrub,1.63,0.6,1.3,2.4
136.78403751632754,35.732987822915426,shrub,1.24,3.8,2.1,2.2
136.78496747208956,35.732987836322735,shrub,0.55,6.6,10.0,1.5
136.7858974511338,35.73298786070786,shrub,0.54,3.5,10.5,1.4
136.78682745931576,35.73298788788242,shrub,1.81,0.5,1.1,2.4
136.78775734745864,35.73298785476905,tree,5.05,4.5,1.3,NA
136.78868726055828,35.73298783425315,shrub,0.78,1.4,10.4,1.5
136.78961732884716,35.73298788959208,shrub,0.68,5.4,9.6,1.4
136.79054719974772,35.732987851079784,shrub,0.72,0.5,9.4,1.5
136.7914772160176,35.732987881673665,tree,5.83,7.7,2.4,NA
136.79240704429856,35.73298783020396,shrub,0.78,7.9,3.6,1.7
136.79333709129097,35.732987871145774,tree,5.73,8.6,3.2,NA
136.79426704770844,35.73298787636473,shrub,0.76,4.0,9.5,1.6
136.7951969823949,35.732987875374924,shrub,0.78,3.4,2.1,1.8
136.79612685471196,35.732987836142776,shrub,0.71,0.5,10.3,1.4
136.79705685720666,35.73298786934613,shrub,0.76,5.0,2.1,1.8
136.76022744826665,35.733744015386925,tree,3.82,7.7,0.3,NA
136.7611573363507,35.73374397741452,shrub,0.77,0.8,9.6,1.4
136.7620874065451,35.73374402834433,shrub,0.83,3.0,3.2,1.8
136.7630173646135,35.73374402996401,tree,3.94,4.2,3.1,NA
136.76394723347758,35.73374398866227,shrub,1.81,3.4,1.7,2.4
136.76487724256398,35.73374401979604,shrub,0.56,7.6,3.7,1.6
136.7658072407869,35.73374404022195,shrub,0.68,4.7,2.7,1.5
136.76673712179863,35.73374398434313,tree,3.77,1.2,4.0,NA
136.7676671013809,35.733744000809835,shrub,0.67,3.4,11.0,1.5
136.76859700508047,35.73374397444511,shrub,1.84,7.0,1.6,2.4
136.76952703428518,35.73374401619676,tree,4.9,3.1,2.1,NA
136.77045703217073,35.7337440279844,shrub,0.58,0.5,11.3,1.5
136.77138698611134,35.73374403725255,shrub,0.62,0.5,2.6,1.6
136.7723169273225,35.73374402177564,shrub,1.79,1.4,0.5,2.4
136.77324686985986,35.73374402195561,shrub,1.08,6.6,1.2,2.3
136.7741768485928,35.73374404076185,tree,5.5,8.6,1.6,NA
136.77510671054554,35.73374397894421,shrub,1.79,0.5,1.3,2.2
136.77603667892453,35.733743981283745,shrub,1.66,1.2,1.5,2.4
