GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763048778163,35.73223172438512,shrub,0.74,0.5,3.4,1.8
136.7585603423593,35.73223168272346,tree,6.32,0.5,2.6,NA
136.75949027982705,35.7322316739952,shrub,1.74,3.8,1.0,2.2
136.7604202078952,35.73223167345531,shrub,1.24,1.0,2.2,2.2
136.76135021467385,35.73223171520696,shrub,1.16,5.7,1.9,2.2
136.76228022162428,35.732231733923214,tree,4.58,7.1,2.1,NA
136.76321010995875,35.73223171520696,shrub,1.87,4.5,1.9,2.4
136.7641400819428,35.732231738242355,shrub,1.18,5.8,1.9,2.4
136.7650699297175,35.732231687852426,shrub,1.88,0.5,0.6,2.2
136.7659998812463,35.732231687312535,tree,3.8,5.6,1.7,NA
136.76692981442199,35.732231687942416,shrub,1.36,0.5,1.5,2.3
136.767859716471,35.732231670575885,tree,5.63,1.7,2.0,NA
136.7687897610193,35.7322317255549,shrub,1.86,6.4,1.8,2.4
136.7697196749821,35.73223169676065,tree,3.57,3.3,2.3,NA
136.77064955629083,35.73223167975405,shrub,0.78,0.5,4.5,1.6
136.77157952494463,35.7322316955009,shrub,1.31,0.5,1.7,2.3
136.77250946660436,35.73223168947211,shrub,1.94,1.4,1.5,2.3
136.77343946415675,35.7322317320336,shrub,1.79,0.5,0.8,2.4
136.7743693380668,35.73223168101379,tree,4.12,4.5,1.1,NA
136.77529939225846,35.7322317385123,shrub,1.25,3.0,1.3,2.4
136.77622930431914,35.732231739412114,shrub,1.14,6.3,2.3,2.3
136.7771591829187,35.73223169370126,tree,5.95,0.5,1.8,NA
136.77808907152223,35.732231673275344,shrub,1.86,0.5,1.3,2.2
136.77901913887914,35.73223173734253,tree,4.24,3.7,4.2,NA
136.77994903592722,35.73223171925615,shrub,1.12,1.6,1.6,2.2
136.78087901427838,35.732231724475106,shrub,1.83,4.2,1.0,2.3
136.78180887988654,35.73223169865027,tree,5.98,6.6,1.8,NA
136.78273883625033,35.73223169577085,tree,4.0,8.8,2.2,NA
136.78366875170917,35.732231673005394,shrub,1.9,0.5,1.5,2.4
136.78459878628954,35.732231737702456,shrub,0.71,0.5,9.7,1.4
136.78552869282478,35.73223172114577,shrub,1.07,2.7,1.5,2.2
136.7864586294067,35.73223171718656,shrub,1.19,6.5,2.8,2.2
136.78738852621802,35.73223169181164,tree,4.62,1.4,1.3,NA
136.78831849630802,35.73223170368926,tree,5.27,5.4,1.6,NA
136.78924850266043,35.73223173455309,shrub,0.73,1.0,10.2,1.5
136.79017842377675,35.732231739952006,shrub,0.72,3.6,9.7,1.6
136.79110831578097,35.732231715386924,shrub,0.64,2.0,3.5,1.8
136.79203826706348,35.73223171025795,shrub,1.05,1.6,1.5,2.3
136.7929682139596,35.732231727444514,shrub,0.49,3.3,3.2,1.9
136.7938981056866,35.73223168938212,shrub,1.75,1.9,0.3,2.2
136.79482814260123,35.7322317375225,tree,6.16,5.0,0.0,NA
136.79575798732978,35.73223169658068,shrub,0.77,0.5,10.6,1.5
136.75892887903848,35.73298783047391,shrub,1.79,0.5,1.7,2.4
136.75985882091797,35.73298782948411,tree,5.01,4.4,3.9,NA
136.7607888012551,35.73298783542292,tree,4.32,0.5,1.5,NA
136.76171874883778,35.73298784091182,tree,5.01,4.6,1.1,NA
136.76264868093375,35.73298784505099,tree,5.5,3.6,4.5,NA
136.76357871112717,35.732987882663465,tree,5.49,6.0,2.1,NA
136.76450860864227,35.73298784946011,shrub,0.8,0.5,2.1,1.6
136.76543851113502,35.73298783146371,shrub,1.84,1.5,0.6,2.2
136.7663684625175,35.73298783362328,shrub,0.57,5.5,9.7,1.6
136.76729842558657,35.73298783569286,shrub,1.29,4.5,1.6,2.3
136.76822837614378,35.732987844331134,shrub,1.73,4.1,1.0,2.3
136.7691583575446,35.73298786016797,shrub,1.21,2.5,0.6,2.2
136.77008828402955,35.73298784190162,tree,4.99,3.6,2.7,NA
136.7710181997101,35.732987829394126,shrub,1.28,4.5,2.1,2.3
136.7719481606532,35.73298782165567,tree,3.28,2.6,2.1,NA
136.77287814789617,35.732987842891426,shrub,0.53,1.9,9.8,1.4
136.77380815696088,35.73298788482303,shrub,1.73,3.5,1.4,2.4
136.77473804564295,35.73298785620876,shrub,1.14,0.5,3.0,2.3
