GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763039225802,35.73223167120575,tree,4.72,4.5,1.3,NA
136.7585603995391,35.73223172375525,tree,4.54,6.7,2.8,NA
136.75949028820935,35.732231689832034,shrub,1.48,6.7,2.1,2.3
136.76042026567805,35.732231698920216,shrub,0.94,0.5,1.3,2.4
136.76135023980234,35.732231732933414,shrub,1.68,0.5,1.5,2.3
136.7622801197194,35.7322316865027,shrub,0.76,0.5,3.6,1.8
136.76321006769453,35.732231703419316,shrub,0.73,0.5,11.5,1.6
136.76414001142126,35.73223169073185,tree,5.86,5.4,3.0,NA
136.76507001037197,35.732231731403715,shrub,0.64,5.0,10.2,1.6
136.76599985303258,35.73223168119376,shrub,1.14,3.2,1.7,2.4
136.7669297968109,35.73223168155369,shrub,1.22,4.6,2.3,2.2
136.7678597485598,35.73223168623275,shrub,1.96,2.0,0.2,2.3
136.76878972300145,35.73223170431913,shrub,0.75,4.8,10.1,1.4
136.7697196378802,35.73223168353329,tree,5.66,1.4,2.3,NA
136.77064961539585,35.73223169226154,shrub,1.33,9.5,2.1,2.4
136.771579581144,35.7322317295141,shrub,0.62,0.5,3.8,1.8
136.77250951115545,35.732231715027,shrub,1.0,2.0,2.3,2.2
136.7734394792156,35.732231725015,shrub,1.07,2.1,1.8,2.3
136.7743694053276,35.73223173158369,shrub,0.65,1.4,2.8,1.6
136.77529925894513,35.732231669586085,shrub,1.85,5.4,1.4,2.2
136.77622924303571,35.732231698380325,shrub,1.8,0.5,1.4,2.3
136.7771591506361,35.73223167129574,shrub,0.72,3.5,9.8,1.4
136.77808918382956,35.73223173815237,shrub,1.86,0.5,1.3,2.2
136.77901914890555,35.73223173725255,tree,8.05,7.7,2.1,NA
136.7799489959808,35.732231677504494,shrub,1.38,3.9,2.2,2.4
136.78087898262552,35.732231714937015,shrub,1.3,0.5,1.7,2.4
136.7818088948222,35.732231699550084,shrub,0.75,4.0,3.2,1.7
136.78273878269977,35.732231672645476,tree,5.6,9.2,1.1,NA
136.7836687705157,35.73223169523096,shrub,1.75,2.2,1.5,2.3
136.78459867991822,35.732231686142775,tree,4.86,2.9,0.0,NA
136.78552871972929,35.732231723215364,shrub,0.61,5.1,11.0,1.6
136.7864585675667,35.732231686142775,shrub,0.68,0.5,11.7,1.5
136.7873885255427,35.7322316945111,shrub,0.64,0.5,10.7,1.6
136.78831855088112,35.732231731403715,tree,5.48,8.2,0.9,NA
136.78924841975658,35.73223169118176,shrub,1.89,4.0,0.8,2.2
136.79017837427375,35.73223170107978,tree,5.09,2.0,2.5,NA
136.79110836012006,35.73223173482303,shrub,0.63,2.7,10.1,1.7
136.79203824888023,35.73223170791842,tree,3.88,7.5,2.7,NA
136.79296820587643,35.732231717906416,shrub,0.67,0.5,3.7,1.7
136.7938981519816,35.73223172303539,shrub,0.66,0.5,10.0,1.4
136.79482807974162,35.73223171142771,shrub,1.06,5.0,2.2,2.4
136.7957580567585,35.73223173455309,shrub,0.79,1.2,10.8,1.6
136.75892889528865,35.732987844061185,shrub,1.01,1.8,2.2,2.3
136.75985880038442,35.73298782822435,shrub,0.71,1.8,9.9,1.4
136.76078880977855,35.7329878544991,shrub,0.62,8.3,3.6,1.8
136.76171877802523,35.73298786673666,shrub,1.16,4.6,2.0,2.4
136.7626486538871,35.73298782543492,shrub,0.7,0.5,3.3,1.7
136.76357862753792,35.7329878269646,shrub,1.18,1.5,2.6,2.2
136.76450855437184,35.732987829844035,shrub,0.6,4.0,11.8,1.5
136.76543863441094,35.73298789184163,shrub,1.21,7.8,1.6,2.1
136.76636853123316,35.732987874925016,shrub,0.72,5.4,3.2,1.6
136.76729844254007,35.73298784073185,shrub,1.83,3.5,1.0,2.2
136.76822844903666,35.732987877174565,shrub,1.91,2.5,1.0,2.3
136.7691583349708,35.73298783974206,shrub,1.94,3.1,1.0,2.2
136.7700883012552,35.73298784046191,tree,6.16,6.0,2.9,NA
136.7710182573977,35.732987847390525,shrub,1.78,0.5,0.9,2.2
136.77194825439398,35.732987885452914,shrub,1.21,0.5,2.1,2.5
