GPS_lon,GPS_lat,pH
136.757630468954,35.7322317179964,5.41606
136.758560415368,35.732231722855424,5.42724
136.7604202684651,35.73223169442112,5.1678
136.7613502673381,35.732231727444514,4.02641
136.7622802052997,35.7322317269946,5.07409
136.76414005971668,35.73223170989802,4.18371
136.76506993863055,35.73223168434313,5.38023
136.7659999209246,35.73223170332933,4.32287
136.76692988515768,35.7322317324835,4.43945
136.76878968716522,35.73223167030594,5.10714
136.77157959123832,35.73223173410318,3.58623
136.77250949307913,35.732231703599275,3.84886
136.77436938928363,35.732231715926815,5.06139
136.77529928467916,35.73223169127174,3.67743
136.77622932937481,35.73223173905219,5.01
136.77715917362855,35.732231677144576,4.14894
136.77901911670435,35.732231716376724,4.68872
136.77994899973325,35.732231684973,3.89784
136.78180894478666,35.732231738242355,5.19607
136.78273880674755,35.73223168542291,4.13813
136.78366874743517,35.732231678764244,5.28346
136.78459876679005,35.73223173266347,5.47034
136.7855286295561,35.73223167219556,5.28232
136.7892484560805,35.73223172708458,4.088
136.7901783369854,35.73223168929214,5.65628
136.79110833382433,35.73223170881823,5.69002
136.79296813948645,35.73223167867427,4.69842
136.79389818677666,35.73223173311338,4.80301
136.79575805369075,35.732231721685665,4.52008
136.76078883173705,35.732987863677266,3.51705
136.7617187978603,35.732987875644874,4.2086
136.762648752823,35.7329878840132,4.56596
136.76636850806796,35.73298784829034,5.25106
136.77194822901168,35.73298785926815,3.53414
136.77287813959177,35.73298783380324,4.27488
136.77473803828795,35.732987852699466,4.03345
136.77566801529386,35.73298787177565,3.53934
136.77752794595358,35.732987874745056,4.97788
136.78217761903764,35.732987832093585,5.40581
136.78310760178056,35.73298785044991,5.07847
136.7840375338414,35.73298784748051,4.46166
136.78775737180908,35.732987864307134,4.09324
136.7886872435723,35.73298782075585,5.01877
136.79240705870092,35.73298783704259,3.95028
136.76022737879444,35.73374397525495,4.02862
136.76487720949322,35.733743985782844,4.97104
136.7658072284272,35.73374402735453,5.28525
136.76673720676035,35.73374403104379,4.25184
136.7676670669773,35.73374397768446,4.19098
136.7685970857147,35.733744029064184,4.08955
136.7695270080898,35.73374400377924,3.85702
136.7704569342662,35.733743984703054,4.3323
136.7713868885342,35.73374397966407,4.72917
136.77231686126893,35.7337439829934,4.60052
136.77696667499245,35.73374398866227,4.35682
136.77789665703955,35.73374402447511,4.75451
136.7797565819672,35.73374401646671,4.79742
136.78161647326564,35.73374400530894,4.62435
136.7825464576135,35.73374401565687,5.39476
136.78347635415267,35.73374397507499,4.2764
136.78440636421374,35.733744002519494,4.40495
136.78626633980727,35.73374404121176,4.93028
136.78719620344376,35.73374398740252,5.11746
136.78812620977362,35.73374402897421,5.42398
136.78905609382969,35.733743987762445,5.26738
136.78998607356618,35.73374397867426,4.08586
136.79277594544007,35.733743985332936,4.60492
136.79556585817568,35.7337440074685,5.28941
136.79742571567994,35.73374398398321,4.83156
136.76152606729397,35.73450019301139,4.6451
136.76338587112406,35.734500131463705,4.302
136.76431594698911,35.73450017204559,4.24904
136.76524581286913,35.734500133983204,3.83298
136.76617589265,35.73450019031194,4.07128
136.77082562121268,35.73450012732453,3.95732
136.77361562521102,35.7345001869826,3.71991
136.7745455885667,35.73450018905219,3.75703
136.77547552839536,35.73450015989802,4.47901
136.7829152130795,35.73450014055189,4.56323
136.78384524374425,35.734500163317335,5.53963
136.78570511402907,35.73450012687462,3.73509
136.78663517690043,35.734500186622675,5.59097
136.78756514226203,35.73450019076185,5.2874
136.7894249943453,35.734500156028794,5.65998
136.79035503512478,35.734500179334134,4.77922
136.7959347737179,35.734500158548286,5.45409
136.7977947279291,35.734500165746844,4.68646
136.7987247026426,35.73450017816437,4.77663
136.79965473032325,35.73450019004199,5.76459
136.76282463012828,35.73525630710858,4.37228
136.76375463711366,35.73525634310138,4.31064
136.76468451682308,35.73525628011398,4.29967
136.76561460979804,35.73525634130174,3.97522
136.76654449887513,35.735256307288545,5.05668
136.76840440917732,35.73525627696461,4.90864
136.7711944045008,35.73525629991001,4.93475
136.77305439689687,35.735256336262744,4.4716
136.77398436410311,35.73525633311338,3.85157
136.7749143614774,35.735256335092984,3.9568
136.7758442584632,35.73525630368927,5.032
136.77677429661637,35.73525631916617,4.31707
136.77863418978862,35.73525629820037,4.78387
136.7795642464765,35.735256338062385,3.82131
136.78142415270983,35.735256327084585,5.61078
136.78421399192703,35.73525627615477,4.60252
136.78514403635313,35.735256305848836,5.63376
136.7860740101177,35.73525631160768,4.43262
136.78793394247063,35.735256299730054,3.94715
