GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.7576303843633,35.73223166976605,shrub,0.83,5.4,9.9,1.5
136.75856040051355,35.732231713947215,shrub,0.57,4.9,10.1,1.5
136.7594902763283,35.732231684073184,shrub,0.69,0.5,11.2,1.6
136.76042025401702,35.73223170314937,tree,5.1,0.7,2.7,NA
136.7613501817792,35.73223168722255,tree,4.15,4.2,1.9,NA
136.76228013405105,35.732231703419316,shrub,0.57,13.1,10.2,1.4
136.76321012616316,35.73223172915417,shrub,0.82,1.4,10.5,1.3
136.76414002707997,35.732231698110375,shrub,0.66,7.5,10.4,1.3
136.76507004505407,35.73223173626275,tree,3.49,1.4,1.5,NA
136.7659999723921,35.73223173581284,shrub,0.58,2.1,3.5,1.7
136.76692980526755,35.73223167120575,shrub,0.55,4.7,3.5,1.7
136.76785976143768,35.7322316820036,shrub,0.66,6.3,2.9,1.5
136.7687897269018,35.73223169325135,shrub,0.93,1.5,10.0,1.7
136.7697197105944,35.732231736442714,shrub,1.28,5.5,1.5,2.4
136.7706495712183,35.7322316724655,shrub,1.24,3.9,2.5,2.1
136.7715796158633,35.7322317310438,tree,5.2,6.8,1.6,NA
136.77250943782946,35.73223166994601,shrub,0.57,2.7,10.4,1.5
136.77343948451633,35.7322317224955,shrub,0.68,0.5,10.5,1.5
136.7743693489325,35.7322316964907,shrub,0.71,0.5,9.8,1.3
136.77529926536164,35.73223167003599,shrub,0.65,0.5,3.4,1.7
136.77622927878073,35.73223172357528,shrub,0.68,0.5,9.2,1.7
136.77715921340834,35.73223171106779,shrub,0.75,4.3,10.0,1.6
136.77808909062497,35.73223167273545,shrub,0.78,1.0,10.6,1.4
136.77901903680365,35.732231670755844,shrub,0.76,0.5,9.7,1.6
136.7799489658995,35.73223167822435,shrub,0.7,0.5,2.6,1.8
136.78087900145442,35.73223173176365,tree,4.26,1.6,2.4,NA
136.7818088671726,35.73223168029394,shrub,0.57,6.5,11.1,1.6
136.78273879217463,35.732231677324535,shrub,1.89,0.5,0.1,2.2
136.78366874767556,35.7322316794841,tree,5.47,6.5,4.6,NA
136.78459877088645,35.73223173221355,shrub,1.66,1.4,-0.2,2.4
136.78552866033948,35.732231693791235,shrub,0.67,1.4,9.7,1.7
136.78645859697255,35.732231688122376,shrub,0.73,1.2,10.3,1.6
136.7873885338138,35.73223169604079,shrub,1.88,0.5,0.4,2.4
136.788318468539,35.73223169667066,shrub,0.76,0.9,3.7,1.8
136.78924840706478,35.73223169352129,shrub,1.74,0.5,0.7,2.3
136.79017830671077,35.73223167804439,shrub,1.9,5.2,1.0,2.4
136.79110829895464,35.73223169019196,shrub,1.77,0.5,1.0,2.4
136.79203831470207,35.73223173464307,shrub,1.02,6.8,2.1,2.5
136.79296819306842,35.73223170026995,shrub,1.77,0.5,1.7,2.2
136.79389820934315,35.73223174058189,shrub,0.8,0.5,9.7,1.5
136.79482805180328,35.73223169703059,tree,3.91,7.9,1.5,NA
136.79575808975588,35.7322317404919,shrub,0.74,6.4,10.9,1.5
136.75892896685994,35.732987874655066,tree,6.16,1.6,0.2,NA
136.75985887561822,35.73298785656869,shrub,0.73,2.9,4.3,1.7
136.7607888327737,35.73298785467907,shrub,0.8,0.5,10.0,1.5
136.7617187787351,35.732987866376725,shrub,1.72,0.5,1.3,2.3
136.76264868340945,35.73298782606479,shrub,0.73,1.5,9.3,1.7
136.76357869099846,35.732987879964014,tree,5.17,4.2,2.4,NA
136.76450857623018,35.732987836772644,shrub,0.62,6.3,9.5,1.6
136.76543854310944,35.7329878480204,shrub,0.73,2.3,10.0,1.5
136.76636845500238,35.73298783137373,shrub,0.47,0.5,3.2,1.7
136.76729850699618,35.73298787942412,shrub,0.69,1.8,10.7,1.6
136.76822834966302,35.73298782156569,shrub,0.72,0.5,9.9,1.5
136.76915831564537,35.7329878355129,shrub,1.73,0.5,1.5,2.3
136.77008826214438,35.732987820845835,tree,4.28,3.5,3.0,NA
136.77101823550245,35.73298785377924,shrub,0.76,3.2,10.6,1.4
136.77194817598374,35.73298782336533,tree,4.57,8.3,1.7,NA
136.77287812770095,35.73298783506299,tree,3.91,0.5,3.3,NA
136.77380814086138,35.73298786655669,shrub,0.5,6.8,10.5,1.6
136.77473805205364,35.7329878580084,tree,4.89,2.5,2.7,NA
136.7756680314781,35.73298786547691,tree,5.85,3.7,1.4,NA
136.77659791775878,35.73298783920217,tree,4.46,4.5,1.4,NA
136.7775278824582,35.73298783281344,shrub,0.63,0.5,10.2,1.4
136.77845792145558,35.73298788347331,tree,4.21,9.2,1.2,NA
136.77938786552582,35.732987882663465,shrub,0.72,4.1,10.8,1.7
136.78031779211133,35.732987876634674,shrub,1.25,0.5,2.6,2.5
136.78124774090202,35.732987869166166,shrub,1.1,7.8,1.3,2.5
136.78217762673822,35.732987842891426,tree,7.14,2.4,2.2,NA
136.7831075823914,35.73298783497301,shrub,0.7,1.4,3.1,1.7
136.78403758379903,35.73298788320336,shrub,0.83,0.5,9.9,1.4
136.78496744975416,35.73298782138573,shrub,0.64,0.5,10.1,1.5
136.7858974684187,35.732987871415716,tree,3.58,7.3,2.2,NA
136.7868273475291,35.73298783362328,shrub,0.64,0.5,10.3,1.7
136.78775728609966,35.73298782993402,shrub,0.69,0.6,10.0,1.5
136.78868738287088,35.7329878910318,shrub,1.95,2.2,2.1,2.2
136.78961729759183,35.732987885182965,shrub,0.54,2.8,10.4,1.5
136.79054727248828,35.73298789085183,shrub,1.23,0.5,1.8,2.4
136.79147716771752,35.7329878724955,tree,4.99,4.9,2.8,NA
136.79240706680844,35.73298784073185,tree,5.35,0.5,0.8,NA
136.79333699266033,35.73298782435513,tree,5.03,1.8,-0.1,NA
136.79426698067633,35.732987847390525,tree,3.88,0.5,2.8,NA
136.79519698496856,35.73298787384523,shrub,1.31,0.8,2.1,2.3
136.7961268510208,35.73298782948411,shrub,1.69,0.5,1.6,2.5
136.7970568266057,35.7329878345231,shrub,0.63,1.3,2.7,1.9
136.76022748683687,35.73374403185363,shrub,1.66,0.5,1.0,2.4
136.76115744532092,35.73374403455309,tree,4.56,0.8,4.6,NA
136.76208736422237,35.73374402438512,shrub,1.3,2.9,2.5,2.5
136.7630173176379,35.733744022135575,shrub,0.72,1.1,10.0,1.7
136.76394721973125,35.733743984073186,tree,7.07,0.5,2.1,NA
136.7648772109657,35.73374399811038,shrub,0.67,1.2,10.9,1.3
136.76580712243663,35.733743976334736,tree,5.02,4.1,1.3,NA
136.76673718080875,35.73374402366527,tree,5.01,4.6,2.2,NA
136.76766705465164,35.73374397714457,tree,5.92,2.1,2.1,NA
136.76859701181797,35.73374397237553,shrub,0.63,0.5,11.1,1.6
136.76952707451858,35.733744037432515,shrub,0.86,7.6,3.3,1.7
136.77045703930895,35.73374404058189,shrub,0.53,3.3,9.9,1.6
136.77138691139953,35.73374399955009,shrub,0.7,1.2,10.3,1.5
136.77231687069252,35.73374398416316,shrub,0.72,2.0,10.4,1.5
136.77324679381925,35.73374398425315,shrub,1.69,0.5,1.4,2.4
136.77417683382475,35.733744016376725,shrub,0.58,0.5,10.0,1.6
136.77510675286825,35.733743993341335,shrub,1.78,0.5,1.6,2.3
136.77603673121604,35.73374400908818,shrub,0.78,3.9,10.3,1.5
136.77696667443914,35.73374398866227,shrub,0.57,7.6,11.0,1.6
136.7778966459505,35.73374401421716,shrub,0.68,0.5,9.8,1.6
136.77882653558677,35.733743978764245,shrub,1.82,1.5,0.5,2.4
136.7797565020273,35.73374397894421,shrub,0.83,1.8,9.5,1.6
136.78068650117703,35.73374399037193,shrub,0.8,0.5,10.3,1.6
136.78161641221445,35.73374398110378,shrub,0.61,6.0,9.8,1.5
136.78254648246977,35.73374403644271,shrub,0.7,3.0,10.3,1.5
136.78347640073858,35.73374401817637,tree,5.33,4.3,1.8,NA
136.78440639906296,35.73374402609478,shrub,1.73,0.5,1.8,2.4
136.78533631979346,35.733744022405524,shrub,0.58,4.3,9.8,1.4
136.7862662252554,35.733743986052794,shrub,0.72,0.5,3.0,1.8
136.7871962079217,35.73374398569286,shrub,0.72,0.5,11.3,1.5
136.7881261847449,35.73374399604079,shrub,0.71,2.1,10.3,1.4
136.78905618002685,35.733744027894424,shrub,0.68,11.3,9.7,1.5
136.7899860912473,35.73374400629874,tree,4.26,2.2,2.4,NA
136.79091603917615,35.73374400323935,shrub,1.67,3.3,0.9,2.3
136.7918459895975,35.73374399145171,shrub,0.81,0.5,3.5,1.7
136.7927759618538,35.73374400377924,tree,5.07,8.2,0.7,NA
136.79370587136088,35.73374397867426,shrub,1.71,0.5,1.0,2.4
136.79463590406982,35.73374401646671,shrub,0.59,0.5,9.7,1.5
136.79556585683045,35.73374401718657,shrub,0.71,6.6,9.8,1.3
136.79649573933318,35.733743975974804,tree,6.64,2.4,1.6,NA
136.7974257048282,35.73374398011398,shrub,1.83,0.5,1.5,2.1
136.7983556784975,35.73374397696461,shrub,0.69,0.5,10.6,1.7
136.7615260225193,35.73450017789442,shrub,0.79,0.5,8.9,1.4
136.76245596840133,35.734500157288544,shrub,0.87,5.7,3.2,1.9
136.76338589765106,35.73450013389322,tree,4.73,0.5,0.8,NA
136.7643159494947,35.73450018104379,shrub,0.75,6.8,3.0,1.7
136.76524586170999,35.73450014064187,shrub,0.53,0.5,4.0,1.7
136.76617585990624,35.73450017717457,shrub,1.91,2.0,0.9,2.2
136.76710575558616,35.73450013191362,tree,5.92,7.7,2.9,NA
136.7680357202199,35.734500130023996,tree,4.52,5.7,3.7,NA
136.76896579959077,35.734500184373125,shrub,0.58,2.1,10.7,1.4
136.76989568345476,35.73450013803239,shrub,0.78,0.5,9.8,1.7
136.77082570541268,35.734500167006594,shrub,0.67,1.3,10.2,1.7
136.77175559452596,35.73450012462508,shrub,0.91,0.8,2.1,2.5
136.77268563936866,35.73450016421715,tree,3.52,0.5,3.0,NA
136.77361556030775,35.73450014262147,tree,6.44,6.1,1.4,NA
136.7745455995723,35.734500187792435,shrub,0.77,3.8,9.5,1.5
136.77547548581964,35.73450015269946,shrub,1.74,1.8,1.5,2.2
136.77640543839885,35.73450012813437,shrub,1.86,2.4,0.8,2.2
136.77733544810565,35.73450015512897,tree,4.87,5.9,1.9,NA
136.7782654503011,35.73450017375525,shrub,0.77,0.7,10.5,1.4
136.77919536824524,35.73450016394721,tree,4.94,3.3,3.2,NA
136.780125309724,35.73450012615477,tree,1.91,7.7,3.7,NA
136.781055295265,35.734500157828435,shrub,0.7,1.6,10.8,1.5
136.78198527723154,35.73450016061788,tree,4.61,9.0,1.6,NA
136.78291518939284,35.734500136232754,shrub,0.58,7.7,9.8,1.6
136.78384523035214,35.73450016898621,shrub,0.68,0.5,10.9,1.5
136.78477518106627,35.73450016124775,tree,4.61,2.6,2.6,NA
136.78570510373865,35.734500142531495,shrub,0.77,4.7,3.3,1.6
