GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763040462155,35.73223168272346,shrub,1.87,6.3,1.8,2.3
136.75856035527121,35.732231680833834,shrub,0.61,2.2,8.9,1.5
136.75949028113067,35.73223168416317,tree,5.72,2.2,1.3,NA
136.76042029123175,35.73223171070786,shrub,0.7,3.4,10.2,1.5
136.7613502106334,35.73223171304739,shrub,1.77,3.3,0.7,2.3
136.7622801944226,35.732231738962206,shrub,1.27,2.5,2.8,2.2
136.7632101392414,35.732231739412114,shrub,0.77,0.5,2.9,1.7
136.7641400452447,35.7322317240252,shrub,0.72,1.8,10.6,1.4
136.76506994566438,35.732231680383926,shrub,0.76,2.6,9.5,1.5
136.76599993122048,35.73223171718656,shrub,0.64,2.1,10.4,1.5
136.76692984651302,35.73223169316137,shrub,0.65,3.9,10.3,1.6
136.76785974495982,35.73223168452309,tree,6.28,0.7,0.8,NA
136.76878973494507,35.73223170611878,shrub,1.78,0.5,1.3,2.4
136.76971964967726,35.73223168344331,shrub,1.81,0.5,1.3,2.3
136.77064959913437,35.73223169091182,shrub,0.84,3.1,10.0,1.5
136.77157959652007,35.732231720875824,tree,4.93,10.1,0.6,NA
136.7725094640342,35.732231690101976,shrub,0.74,6.4,10.3,1.4
136.77343938112628,35.73223167408518,tree,5.92,0.5,2.8,NA
136.77436938457097,35.73223171556689,shrub,0.67,4.5,2.5,1.7
136.77529926706544,35.732231685332934,tree,4.18,1.7,2.1,NA
136.77622926570655,35.73223169676065,shrub,0.76,2.3,2.9,1.7
136.7771591793805,35.732231682813435,shrub,0.68,4.4,3.1,1.7
136.77808918263855,35.732231721865624,tree,4.12,7.1,3.9,NA
136.77901908279304,35.7322317019796,shrub,1.25,3.5,2.7,2.3
136.7799490129418,35.73223169118176,tree,5.43,0.6,1.4,NA
136.78087897543824,35.73223171358728,shrub,0.53,3.7,10.3,1.5
136.7818088819479,35.73223168245351,shrub,0.52,5.2,2.9,1.8
136.78273882225346,35.73223169271146,shrub,0.68,0.5,10.1,1.7
136.7836687689476,35.732231684073184,shrub,0.65,2.2,9.9,1.5
136.78459870612045,35.7322316919916,shrub,0.73,6.9,10.4,1.7
136.7855286978695,35.7322317215057,shrub,0.68,1.4,10.6,1.5
136.78645861219263,35.73223169505099,shrub,0.74,0.5,3.0,1.8
136.78738852206618,35.73223168965207,shrub,0.9,4.8,10.6,1.6
136.78831841488568,35.73223167129574,shrub,0.79,1.5,10.5,1.6
136.78924845360132,35.73223171133773,tree,5.02,0.5,2.6,NA
136.79017838775616,35.73223171079784,tree,4.86,4.5,2.3,NA
136.7911082888299,35.73223170323936,shrub,0.72,0.5,9.8,1.7
136.79203820938721,35.73223168866227,tree,5.3,3.9,3.2,NA
136.79296816336077,35.73223169631074,tree,4.18,6.7,2.0,NA
136.79389818212027,35.732231724475106,tree,6.15,5.0,3.0,NA
136.7948281144391,35.732231734463106,tree,3.73,1.4,3.0,NA
136.7957580506559,35.732231727714456,shrub,0.59,3.7,3.7,1.6
136.75892891468942,35.73298785593881,shrub,0.54,3.3,9.8,1.3
136.75985892035612,35.73298787933413,shrub,1.63,2.2,0.5,2.3
136.76078875986295,35.73298782156569,shrub,1.67,3.4,0.7,2.3
136.76171875362462,35.732987849370126,shrub,1.18,0.5,2.0,2.2
136.76264873774025,35.73298787645471,shrub,1.77,0.5,0.4,2.2
136.76357862471482,35.732987839562085,shrub,0.61,5.1,3.2,1.6
136.7645085483203,35.7329878269646,shrub,0.66,2.8,10.6,1.4
136.76543849544396,35.732987821295744,shrub,1.83,2.6,0.9,2.3
136.76636856577508,35.7329878865327,shrub,0.68,2.1,3.2,1.6
136.76729845127346,35.73298785773845,shrub,0.99,3.8,1.9,2.3
136.76822840013693,35.732987844061185,shrub,1.14,1.2,1.2,2.3
136.7691584239186,35.73298789076185,tree,3.79,0.5,2.5,NA
136.7700883466303,35.73298786997601,shrub,0.58,0.5,10.6,1.3
136.77101830598164,35.73298788212358,shrub,1.26,1.7,2.2,2.2
136.7719481791746,35.732987832633476,shrub,0.61,3.9,10.6,1.5
136.77287816930863,35.732987865926816,shrub,0.56,4.3,9.4,1.6
136.7738081343557,35.73298786115777,tree,5.99,7.0,2.3,NA
136.77473810188158,35.732987871685665,tree,7.22,0.5,2.2,NA
136.7756680362708,35.73298786781644,tree,4.24,4.7,1.5,NA
136.7765980295866,35.732987887432515,shrub,1.31,5.4,2.0,2.3
136.7775278753921,35.73298784442112,shrub,0.42,4.1,10.5,1.7
136.77845785647884,35.73298784622076,shrub,0.69,7.0,3.4,1.6
136.77938787279305,35.73298789121176,shrub,1.1,4.0,2.3,2.4
136.78031775198153,35.732987841091784,shrub,1.36,0.5,1.7,2.3
136.78124765086446,35.73298782273545,tree,6.01,3.1,1.5,NA
136.78217766927875,35.732987868626275,tree,4.29,0.5,2.6,NA
136.78310764809538,35.732987878704265,tree,4.91,7.3,2.6,NA
136.78403751181347,35.73298784361128,tree,7.09,4.4,1.7,NA
136.78496745846246,35.73298782948411,shrub,1.29,2.0,1.3,2.2
136.785897471342,35.73298787627475,shrub,0.71,3.8,10.5,1.5
136.78682736410963,35.73298783290342,shrub,0.78,0.5,10.4,1.5
136.78775728769065,35.73298782525495,tree,4.7,2.1,0.8,NA
136.78868734378474,35.73298788032393,tree,4.44,0.5,2.6,NA
136.7896171885984,35.732987829394126,shrub,0.69,2.0,10.5,1.5
136.7905471730267,35.73298783668266,tree,6.83,4.7,0.0,NA
136.79147718002466,35.73298787753449,tree,5.84,0.7,2.2,NA
136.79240709137466,35.7329878625075,shrub,0.82,0.5,10.2,1.6
136.7933370709029,35.73298787744451,tree,5.51,0.5,1.5,NA
136.79426699530094,35.732987859448116,shrub,1.29,7.3,2.4,2.3
136.79519695876243,35.73298786322735,shrub,0.65,2.1,3.6,1.7
136.79612693124628,35.732987874385124,shrub,0.78,0.5,10.2,1.5
136.79705690743074,35.732987889952014,shrub,1.79,4.2,0.7,2.4
136.7602274504665,35.733744023305334,shrub,1.71,5.1,1.4,2.2
136.76115735064408,35.73374398335333,tree,5.18,1.0,2.3,NA
136.7620874181247,35.73374403734253,tree,5.46,7.4,1.0,NA
136.76301728933402,35.73374400629874,tree,5.5,3.3,1.5,NA
136.76394725566504,35.73374401124775,shrub,1.24,9.2,2.1,2.4
136.76487729511882,35.73374403725255,tree,6.1,2.7,1.1,NA
136.76580720224038,35.733744013137375,shrub,0.71,5.3,3.1,1.6
136.7667371705178,35.73374401844631,shrub,1.72,2.5,1.2,2.3
136.76766710545803,35.733744014847034,shrub,0.79,0.5,2.5,1.7
