GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763041294397,35.73223167777444,shrub,1.21,0.9,2.1,2.1
136.75856040469932,35.73223170368926,shrub,1.34,6.1,1.5,2.5
136.75949034038268,35.732231702879425,shrub,0.75,0.5,10.2,1.4
136.76042026558827,35.73223169919016,shrub,1.26,0.5,1.6,2.3
136.76135021697095,35.73223169676065,shrub,1.38,1.2,1.7,2.4
136.76228016592304,35.73223171295741,shrub,1.07,3.4,2.0,2.3
136.76321006869543,35.73223169253149,shrub,1.91,2.2,1.1,2.3
136.76414004060837,35.73223171655669,shrub,2.06,0.5,1.6,2.3
136.76506991841092,35.732231672375526,shrub,1.94,2.7,1.0,2.3
136.76599989788554,35.732231688302335,shrub,1.06,2.4,2.1,2.1
136.76692992469813,35.73223173482303,shrub,1.85,0.5,0.9,2.4
136.7678598579082,35.73223173779244,tree,4.91,9.3,0.0,NA
136.7687897966784,35.732231739682064,shrub,0.8,8.9,3.7,1.6
136.76971967320847,35.732231702429516,shrub,0.7,0.5,3.0,1.7
136.7706496796005,35.732231737702456,tree,6.15,0.5,2.2,NA
136.77157954033848,35.732231682813435,shrub,1.13,4.1,1.9,2.4
136.7725094514744,35.7322316874925,tree,7.32,3.8,-0.1,NA
136.77343945594316,35.73223171745651,shrub,1.15,6.9,1.5,2.1
136.7743694001424,35.73223171277744,shrub,1.72,2.4,0.9,2.4
136.7752993699766,35.73223172708458,shrub,1.84,0.5,1.1,2.2
136.77622932072802,35.732231737432514,shrub,0.76,2.2,2.7,1.7
136.77715922934945,35.732231730143965,shrub,1.99,2.2,1.5,2.5
136.77808909279972,35.7322316765147,shrub,1.28,0.5,2.2,2.3
136.77901909249525,35.73223170008998,tree,6.11,2.6,3.3,NA
136.77994902834067,35.732231697570484,tree,7.85,4.1,2.6,NA
136.78087901484818,35.73223173608278,shrub,1.82,2.0,0.9,2.3
136.78180886105142,35.73223168839232,shrub,0.69,0.5,3.4,1.6
136.78273883626585,35.73223168695261,shrub,0.77,0.5,3.2,1.7
136.7836688122885,35.732231719166165,tree,5.17,0.5,1.7,NA
136.78459870243225,35.73223170053989,shrub,0.57,6.3,10.1,1.5
136.78552873899608,35.732231736172764,tree,4.81,0.6,1.5,NA
136.78645861010156,35.73223170278944,shrub,0.73,1.3,9.8,1.6
136.78738859818054,35.73223173680264,shrub,1.78,0.5,0.6,2.2
136.78831843889233,35.73223168353329,shrub,1.16,10.9,2.3,2.5
136.78924838899175,35.73223168074385,tree,5.28,5.8,-0.4,NA
136.7901783970001,35.73223170728854,shrub,1.13,4.2,2.0,2.3
136.7911083523973,35.73223171853629,shrub,0.83,1.9,10.2,1.3
136.79203824327467,35.732231709358125,shrub,0.75,9.3,3.4,1.8
136.79296817286559,35.732231688572284,shrub,0.7,3.2,2.4,1.7
136.7938980805669,35.7322316784943,shrub,0.72,0.5,10.7,1.5
136.79482812002604,35.732231721415715,tree,4.22,3.0,0.6,NA
136.79575803269253,35.732231714937015,shrub,1.85,3.0,1.4,2.2
136.75892888653252,35.73298783245351,tree,5.85,0.5,2.9,NA
136.75985884023427,35.73298785026995,tree,4.18,4.3,2.5,NA
136.7607888102996,35.73298784694061,shrub,1.02,9.7,0.9,2.3
136.7617187841886,35.73298787915417,tree,6.49,3.2,1.8,NA
136.76264870126016,35.732987843161375,shrub,1.82,3.1,0.3,2.4
136.76357861434798,35.73298782669466,shrub,1.71,2.2,1.1,2.3
136.76450863417102,35.73298786709658,shrub,1.31,2.7,1.9,2.2
136.7654385909097,35.73298786934613,shrub,1.74,6.8,0.8,2.3
136.76636853002296,35.73298786835633,tree,5.01,0.5,1.2,NA
136.76729851437977,35.732987881403716,shrub,1.36,2.3,2.1,2.4
136.76822846748163,35.73298787528495,shrub,1.6,0.5,1.7,2.2
136.76915838281587,35.73298786115777,shrub,1.06,2.2,2.1,2.3
136.77008830737483,35.7329878480204,shrub,1.74,0.8,0.2,2.3
136.77101821865458,35.73298782966407,shrub,1.76,4.3,1.6,2.6
136.77194821066902,35.73298785296941,shrub,1.67,1.0,0.8,2.1
136.7728781537266,35.73298786097781,shrub,1.65,0.5,0.8,2.2
136.77380807568522,35.732987840012,shrub,1.3,0.5,2.2,2.3
136.77473808652803,35.732987870155974,tree,4.63,0.8,3.5,NA
136.77566808224026,35.73298788833234,tree,5.42,3.2,3.0,NA
136.77659794125952,35.73298784019196,tree,6.12,5.4,2.3,NA
136.77752792178987,35.73298785809838,shrub,1.17,2.8,1.6,2.5
136.77845782800205,35.732987844331134,shrub,1.25,0.5,1.2,2.4
136.77938782160405,35.732987874745056,shrub,1.76,0.5,1.4,2.3
136.78031780609328,35.73298787285543,tree,5.68,4.0,1.2,NA
136.7812477715727,35.732987885992806,shrub,1.1,6.7,2.6,2.2
136.78217767493226,35.73298785593881,shrub,1.8,3.8,1.2,2.3
136.78310765657264,35.73298787861428,shrub,1.19,2.9,1.5,2.1
136.7840374819626,35.73298782642471,shrub,0.73,1.1,10.3,1.4
136.7849675350242,35.732987880953814,shrub,1.67,1.5,1.5,2.5
136.78589750161834,35.73298788185363,shrub,1.15,3.2,1.0,2.3
136.78682740585813,35.732987863137375,shrub,0.83,0.5,3.4,1.7
136.7877573620509,35.732987853149375,shrub,0.77,4.7,10.7,1.6
136.78868729560838,35.73298786277744,shrub,0.81,4.5,10.3,1.4
136.78961732987955,35.732987891481706,shrub,0.55,7.6,10.6,1.5
136.79054717939707,35.732987832273544,shrub,1.93,1.2,0.7,2.3
136.79147715233168,35.73298785728854,shrub,1.18,4.7,1.9,2.4
136.79240709922252,35.73298786475705,tree,5.51,7.8,1.0,NA
136.79333705897625,35.73298784982004,shrub,1.8,1.5,1.2,2.3
136.79426699131446,35.73298785467907,shrub,0.62,5.1,10.3,1.4
136.79519698735007,35.7329878760048,tree,6.02,5.3,3.4,NA
136.79612686095498,35.73298782489502,tree,4.39,8.2,3.1,NA
136.79705687598295,35.73298787834433,shrub,0.6,4.4,9.8,1.2
136.76022742120426,35.73374400413917,shrub,0.61,0.5,10.3,1.6
136.7611574222895,35.73374401772646,shrub,1.86,0.5,1.0,2.5
