GPS_lon,GPS_lat,pH
136.75856045444968,35.73223173833233,5.01353
136.7594903425744,35.73223172213557,3.4098
136.76135023999223,35.732231710617874,3.62209
136.76321009931567,35.73223170971806,4.80575
136.76507001620197,35.73223171952609,4.83046
136.7659998423845,35.732231671835635,3.92474
136.7669298780326,35.732231727174565,3.98253
136.767859775063,35.732231688842226,4.09873
136.76971967634194,35.732231699550084,3.91641
136.77250952379813,35.73223172393521,3.41194
136.77343941065712,35.732231692891425,4.44639
136.7743693303347,35.732231687852426,4.74546
136.77622922056767,35.73223167885423,4.60787
136.77808917467965,35.73223173005399,3.45215
136.77901912975202,35.73223172906418,4.40023
136.7799489997322,35.732231700629875,3.63641
136.78087890094707,35.73223167588482,4.41983
136.78273888425775,35.73223173158369,3.82648
136.78366881904657,35.732231717366524,5.07
136.78459865805863,35.7322316739952,5.21839
136.78645856104322,35.732231679574085,4.66242
136.78831849043343,35.73223170593881,4.93786
136.7911083705723,35.73223173878225,5.59442
136.79203825600507,35.732231713677265,5.45519
136.79296820733833,35.732231701619675,4.56627
136.79482806310574,35.732231693431316,5.06507
136.79575809514003,35.73223173905219,4.44893
136.75985882008007,35.732987823905226,4.14688
136.7617187962213,35.732987875914816,3.86489
136.76264873769836,35.73298786115777,4.22848
136.76357867849373,35.73298785521896,4.3099
136.76450858508576,35.732987826334735,4.94444
136.76543859494518,35.73298787762448,4.36205
136.76636855730803,35.732987874385124,4.868
136.76915832260227,35.732987833893226,4.30086
136.77101821717014,35.732987830024,3.57431
136.77194821893409,35.73298785584883,3.19007
136.77473801742187,35.73298783623275,3.71814
136.77566802661184,35.732987875015006,3.09583
136.77659795394035,35.73298786097781,4.31039
136.7793878766759,35.73298788896221,4.63472
136.78031777957952,35.73298787771446,5.23357
136.7821776480888,35.73298783947211,5.07868
136.78310757127926,35.73298784577085,4.82503
136.78403749351747,35.732987831283744,4.24795
136.78496748372825,35.732987831823635,5.06765
136.78589741563653,35.73298783875225,4.5962
136.78868731801612,35.73298786583683,4.86029
136.7896172362114,35.73298783875225,5.30958
136.79054714378518,35.73298782165567,4.43903
136.79147720443865,35.73298788788242,5.15587
136.79240710078662,35.73298786115777,3.82757
136.79333709778248,35.732987874925016,4.8198
136.79426696464662,35.732987843341334,4.90141
136.79612694177584,35.73298787033593,5.63201
136.79705690078634,35.732987874745056,5.32525
136.76022740521506,35.73374398155369,3.65838
136.7611573514044,35.73374397174565,3.90165
136.76301733522186,35.733744014847034,4.35315
136.76394727879222,35.73374400170966,3.43479
136.7648772007128,35.73374398434313,4.58638
136.7658072347301,35.73374402348531,4.86798
136.7685970492011,35.733744002519494,3.60759
136.76952698542118,35.73374399973005,3.46286
136.77045695114097,35.73374398254349,3.97654
136.77138697861886,35.73374403482304,4.43266
136.77231692023108,35.7337440340132,4.31252
136.7741768704707,35.73374403320336,4.54269
136.7751067241683,35.73374398668266,3.37554
136.7760367573244,35.73374402654469,4.40183
136.77696667963758,35.733744009988,3.96154
136.77882653988547,35.733743982813436,5.01492
136.77975658851153,35.73374403374325,4.4052
136.7806865594785,35.7337440209658,5.02259
136.78254637262546,35.733743973005396,5.05904
136.78347635070358,35.733743990012,4.03512
136.7853363090031,35.733744014577084,4.80193
136.78626623529735,35.733743987582486,4.72741
136.78719619248702,35.73374397696461,4.88359
136.78812617392174,35.733744006748644,5.17177
136.7890561601177,35.733744019976,5.04809
136.78998607006082,35.73374399145171,3.97821
136.7909160516695,35.73374400071985,3.72591
136.7927760215218,35.7337440314937,4.48625
136.79370587545822,35.73374398344331,4.3953
136.79463586802316,35.73374400359928,4.78571
136.76338598000294,35.73450018023395,3.87774
136.76524592151566,35.73450017546491,3.47914
136.76617582848925,35.734500159268144,3.74298
136.7671058664461,35.73450019382123,4.54597
136.77082569866351,35.73450017177564,3.52631
136.77175570004687,35.7345001885123,3.11692
136.77361559268044,35.734500159988,3.43614
136.7745454979931,35.734500122915414,3.35316
136.77547552647349,35.734500174565085,4.17629
136.77640545946687,35.734500154769044,3.82375
136.77733546167926,35.73450017978404,4.02192
136.77826545496816,35.73450017969406,4.33202
136.77919533419973,35.73450013884223,4.33903
136.7801253720147,35.734500161067785,4.71456
136.78105531766198,35.734500168806235,4.58678
136.78291530749,35.73450018527294,4.31093
136.78477520067284,35.73450015674865,4.34192
136.78570514093704,35.734500155038994,3.55538
136.78663514205064,35.7345001734853,5.3595
136.78756516223945,35.734500192921416,5.12536
136.78942505647478,35.73450018266347,5.52226
136.7903550322446,35.73450018545291,4.64288
136.79221496964198,35.73450019085183,3.81954
136.79314487782102,35.73450015989802,5.53411
136.79407478809833,35.73450012984404,5.44259
136.79686477918966,35.73450018365327,5.43262
136.79779471230694,35.73450015368926,4.65729
136.79872471739696,35.73450016916616,4.74551
136.79965458807564,35.73450012804439,5.74026
136.76282461628665,35.73525629892021,4.03346
136.76375459278293,35.73525629712058,4.05334
136.76468463676744,35.735256335003,4.0499
136.76561457437208,35.735256318806236,3.6994
136.76654453040038,35.73525632087583,4.70758
136.7674744742619,35.73525629595081,3.39803
136.770264376549,35.73525629037193,4.50052
136.7711943903119,35.735256310527895,4.71467
136.7730544269905,35.73525634328134,4.14908
136.7739843533932,35.7352563324835,3.48408
136.77491430929996,35.73525630593881,3.65541
136.77584426454223,35.73525630026995,4.67255
136.7767742174334,35.735256280024004,4.03784
136.77770427935982,35.73525632654469,5.09437
136.78142413763692,35.73525631115777,5.40066
136.7823541229004,35.73525630872825,3.68462
136.78328409220057,35.73525630215957,3.61468
136.7842141179881,35.73525634310138,4.33449
136.79072385338662,35.73525629460108,4.55008
136.79258390321374,35.73525634544092,5.2401
136.79351378667747,35.73525629541092,4.32589
136.7944437837715,35.735256290011996,5.4675
136.7953737454312,35.73525630089982,4.85779
136.79723366053489,35.735256279304146,5.21499
136.8000236218885,35.735256297480504,4.79167
136.76691319847043,35.73601243407318,4.18256
136.7678432392067,35.73601247645471,3.27683
136.77063323105025,35.73601248014397,4.44234
136.77249315892186,35.73601247618477,4.35687
136.7734232015008,35.73601249715057,3.36017
136.7752830935951,35.73601245341931,4.93686
136.77621312229738,35.736012479514095,5.20987
136.77714306235384,35.736012447750454,3.59995
136.77993297198344,35.73601242696461,5.05273
136.78086305996243,35.73601248473305,3.53646
136.78737284791222,35.7360124390222,5.18656
136.78830284053254,35.73601243425315,4.41851
136.7892328428277,35.73601243434313,5.31997
136.79016285509,35.73601244919016,4.9054
136.7910928077904,35.73601243110378,3.84098
136.7929528432765,35.736012470785845,4.07677
136.79388286182478,35.7360124914817,4.45669
136.794812795567,35.736012476274745,5.20371
136.796672735271,35.736012446220755,4.21388
136.79853267750812,35.73601243587282,4.2943
136.79946275263163,35.73601247906419,5.0925
136.8003927043254,35.73601245755849,5.26202
136.80132268472462,35.73601247060588,4.24637
136.80225259968432,35.7360124355129,4.96091
136.76542198804765,35.73676861619676,4.71476
136.7663519548664,35.73676858443311,4.1209
136.76914201609145,35.736768641571686,5.35589
136.77007202229757,35.73676864337132,4.31323
136.77100192893158,35.73676860143971,5.08185
136.77193202538123,35.73676864418116,3.77589
136.77379188809186,35.73676858704259,3.90227
136.7747219479342,35.73676862960408,3.55819
136.7756519692142,35.736768631223754,3.78837
136.77658196866804,35.73676863869226,4.20496
136.7784419599638,35.736768642561486,3.8522
136.77937188077948,35.736768595680864,4.48972
136.78030194565883,35.73676864130174,4.38487
136.7821618832351,35.736768623755246,3.78201
136.78402182918123,35.73676858344331,4.92049
136.78495194302016,35.73676864616077,4.85002
136.78774183307002,35.73676859514097,3.63416
136.79146179871304,35.73676859559088,5.26153
136.79239183621152,35.73676863770246,4.51333
136.79332185530322,35.73676863869226,4.90871
136.7942517657529,35.736768591451714,5.84697
136.79704174446016,35.736768592171565,4.63279
136.7979718001111,35.736768617276546,5.72531
136.80169177153456,35.73676861709658,4.02724
136.802621673128,35.73676858074385,5.36734
136.80355173643062,35.73676862537493,3.87878
136.76951072687092,35.737524746670665,4.83393
136.7723007574768,35.737524743431315,4.70623
136.77509077669936,35.73752476835633,4.44935
136.7760208105605,35.737524789232154,3.78248
136.77695077606404,35.737524758458314,3.83591
136.77788083155886,35.73752478806239,5.04741
136.77974084599995,35.73752479364127,4.35312
136.7816008086953,35.737524765746855,4.60269
136.78253078343437,35.73752476025795,4.71501
136.78346077055878,35.73752473524295,4.27388
136.7843907726405,35.73752473884223,5.22712
136.78625079038477,35.737524765027,3.86983
136.7871808295736,35.737524782753454,4.11006
136.7899708370164,35.73752478239352,3.87408
136.7909008336105,35.73752476340732,3.83587
136.7974108689248,35.73752478959209,4.52385
136.80206080227933,35.737524735422916,4.02127
136.80299085998578,35.73752476205759,4.61832
136.80485089100455,35.737524785722854,5.15081
136.76801962297964,35.738280946970605,5.21064
136.76894962998318,35.73828094346131,3.54963
136.76987955502798,35.73828089127174,4.11513
136.77080963456464,35.73828094616077,3.98618
136.77173960018658,35.73828091907619,3.90471
136.7726696446965,35.738280923485306,5.21689
136.77359956021266,35.7382808839832,3.50779
136.7754596182626,35.73828088830234,4.53284
136.77731960952062,35.738280879574084,4.3927
136.77824971365416,35.73828093428314,5.19224
136.77917964691807,35.73828088965207,5.10285
136.78010967884913,35.73828090116977,3.75104
136.78196969138486,35.73828088524294,4.10917
136.78289979085784,35.73828093833234,5.03926
136.78475969917523,35.73828088074385,5.0718
136.7866197663059,35.73828091160768,4.36015
136.78754976498135,35.73828088128374,5.26239
136.789409801147,35.73828088974205,4.55969
136.79312990551114,35.738280922855424,4.19627
136.79405994118474,35.738280940221955,5.01122
136.79498982440188,35.73828088218356,4.70242
136.79591988821625,35.738280908908216,5.46345
136.79777991911394,35.738280900449915,4.57034
136.7987099437099,35.738280909178165,4.45913
136.79963999137755,35.73828092753449,4.88895
136.80150000895753,35.73828094643071,4.69051
136.80243002826597,35.73828094886022,4.01988
136.80336002948377,35.73828092375525,4.08982
136.80429002181606,35.738280924655065,4.45132
136.80522005093616,35.73828093131374,5.34371
136.806150064876,35.73828094292142,5.52298
136.76931846440897,35.739037096430714,4.58023
136.77117851934315,35.73903710011997,4.39139
136.77396847819483,35.739037047840434,5.424
136.77489862076544,35.73903709994001,5.47114
136.7776885923386,35.73903707033593,4.1612
136.77861863280864,35.739037072405516,5.46316
136.78140867211218,35.73903706457708,4.91122
136.78233868592818,35.73903706214757,4.72214
136.78326872115724,35.739037074115174,3.72913
136.7841987041034,35.739037036322735,4.09616
136.78698884627542,35.739037098680264,4.81801
136.7879188589289,35.739037087972406,4.04031
136.78884882520885,35.73903705503899,5.30233
136.78977888141387,35.7390370634973,5.4825
136.79070893329782,35.739037095980805,4.58089
136.79163893029306,35.73903707609478,4.61611
136.79256885589635,35.739037035332935,4.70546
136.79442896322314,35.739037056118775,5.16947
136.7972190399037,35.73903708473305,4.52752
136.79814905882856,35.739037071685665,5.05292
136.80186908867896,35.739037032813435,4.2525
136.80279913799157,35.739037061607675,4.33484
136.80372918168104,35.739037067096575,4.30406
136.8046592127417,35.739037081853624,4.35781
136.8055892209118,35.73903707375525,4.80954
136.80651926178803,35.739037073935215,3.89757
136.77247737363896,35.739793219976,4.03496
136.77340747658877,35.739793240131974,3.97634
136.77433738859068,35.73979318218357,4.17183
136.77526742098186,35.73979318974205,4.77007
136.77712751349455,35.739793206118776,3.77047
136.778987566673,35.73979318974205,4.18392
136.7799175845316,35.73979319496101,4.52904
136.78270768699934,35.73979321169766,3.96186
136.78363770174616,35.7397932035093,4.44669
136.78456773893086,35.73979320818836,5.08826
136.78549784819702,35.73979323833233,5.00648
136.78642782085294,35.73979321646671,4.66602
136.78735787177914,35.73979323932214,5.81437
136.78828788299438,35.73979320575885,5.14315
136.7901480092402,35.73979325155969,4.39567
136.79200797738636,35.739793203599284,5.34153
136.79386809990058,35.73979324175165,5.62694
136.79479808025977,35.73979320755849,4.74699
136.7966581067971,35.739793187852435,4.5825
136.7975882375706,35.739793250479906,4.01064
136.7994482970366,35.73979324472106,4.49934
136.80223825778253,35.73979318380324,3.69345
136.8031683789695,35.73979322429514,5.37542
136.8059583904064,35.73979320395921,4.53986
136.80781854910296,35.739793240042,3.80927
136.80874846998879,35.73979319739052,3.5887
136.77191634808594,35.7405493940012,4.5456
136.77284636614843,35.740549387432516,4.93747
136.77377637544433,35.74054937015597,3.96188
136.77470639195988,35.74054936835633,4.77519
136.77563647514043,35.740549378884225,4.80923
136.77656648313825,35.7405493705159,4.59678
136.77749646254483,35.740549343701254,4.65054
136.77935657285798,35.740549359898026,5.02881
136.78121666590533,35.74054936520696,5.3589
136.7821467095497,35.74054937114577,5.18954
136.783076802349,35.740549401379724,5.28254
136.7840067425314,35.74054934046191,4.48146
136.78586681048887,35.740549348560286,5.17703
136.7867968544442,35.740549348560286,5.75814
136.78865696191818,35.740549355308936,4.37096
136.7895870129661,35.740549364397125,5.81344
136.7905170329056,35.740549370065985,5.37974
136.79237713494996,35.74054937294541,5.66419
136.79330717993128,35.74054937096581,5.3479
136.7942371923017,35.740549364757044,5.36263
136.79516719536798,35.74054934289142,5.59818
136.7960972897044,35.74054938941212,4.09512
136.79795730085615,35.740549352789444,5.05022
136.79888738375286,35.740549380863825,3.63261
136.79981743093043,35.74054937159568,4.62661
136.80074747165528,35.740549371325734,4.61265
136.80260755513996,35.74054938923215,5.39068
136.80539765158704,35.74054937222555,4.00083
136.80632765242888,35.74054934037192,4.05453
136.80911783096252,35.740549381313734,4.24154
136.81004788983867,35.74054939940012,3.28014
136.7741453975372,35.74130554553089,5.73897
136.7750753950827,35.74130553302339,4.23064
136.77600543972545,35.741305533113376,4.79918
136.77879558727022,35.74130553815237,4.97673
136.78158564933378,35.74130549118176,5.74103
136.78251579490367,35.741305538872226,5.14365
136.78344577674542,35.74130550008998,5.00086
136.78716597371806,35.7413055154769,5.88112
136.78902613153545,35.74130554994001,4.50091
136.79274624045954,35.74130550035992,4.18059
136.7936762938901,35.74130550620876,5.04641
136.79460643944284,35.74130555452909,4.92763
136.79553642607013,35.7413055189862,4.55325
136.79646641572072,35.74130549757049,4.18802
136.7973965250987,35.741305530053985,4.36722
136.79832653900468,35.741305509808036,5.16463
136.79925656168257,35.741305493701255,5.14289
136.8011166594953,35.74130550431913,4.28864
136.80204675098645,35.741305537792435,4.53568
136.80297676095918,35.74130551538692,4.88208
136.8039068217296,35.74130550566886,3.87886
136.8057669181435,35.74130551160767,4.90522
136.81041711113113,35.74130549640072,5.01618
136.81134719579188,35.74130550953809,4.01251
136.77451435941265,35.7420616840132,4.83411
136.77544435595212,35.74206164613077,3.95988
136.7763745124167,35.74206169283144,4.67589
136.77730447367276,35.74206164343131,5.52384
136.77916463089574,35.742061688332335,4.40683
136.78009462881036,35.742061643521296,4.62938
136.7810247788198,35.74206169445111,4.47023
136.78474498232336,35.742061694361134,4.3465
136.7856749713562,35.74206165017996,5.33604
136.78660502450637,35.74206164280144,4.56799
136.7875351210604,35.742061682843435,4.11909
136.79032529109338,35.74206168374325,5.29694
136.79125530448533,35.742061659538095,5.36325
136.79218537702891,35.74206165719856,4.16709
136.79311542840964,35.74206166115777,3.87915
136.79497556994443,35.742061665296944,4.73851
136.7959056705934,35.74206170056989,4.48596
136.79683568877405,35.74206167393521,5.47274
136.79776568161614,35.74206163938213,5.25725
136.79869575262674,35.74206165656869,4.69844
136.79962585400975,35.74206169130174,4.16992
136.80055583628138,35.74206164757049,3.92402
136.80148590960565,35.74206165566887,5.24957
136.80241593707584,35.74206164262147,3.69666
136.80334601688776,35.74206164406119,4.5476
136.8042761181455,35.74206167105579,4.50334
136.80520620240688,35.74206169724056,3.44468
136.80613623522288,35.74206166862628,4.29109
136.807996314006,35.74206166619676,4.36392
