GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763046738612,35.73223172204559,shrub,0.71,3.4,10.4,1.5
136.75856039267,35.7322316964907,shrub,0.79,1.9,10.7,1.3
136.7594903565008,35.732231716196765,shrub,1.39,1.4,1.7,2.3
136.76042024520376,35.73223167984403,shrub,1.91,2.3,1.5,2.1
136.76135020679197,35.73223169631074,shrub,0.5,3.6,10.5,1.4
136.76228011013458,35.73223167705459,shrub,0.55,2.1,10.0,1.5
136.76321011689188,35.73223172375525,shrub,0.78,4.3,3.9,1.6
136.76413999803373,35.73223169505099,tree,6.23,5.6,1.5,NA
136.7650699495626,35.73223167975405,shrub,0.56,0.5,4.1,1.6
136.76599991481572,35.73223169352129,shrub,0.74,0.5,10.6,1.4
136.76692990902106,35.7322317314937,tree,6.06,4.2,0.9,NA
136.76785977657644,35.73223168695261,shrub,1.85,0.5,1.1,2.3
136.76878977941024,35.73223172582484,shrub,1.67,5.5,0.9,2.3
136.76971974100374,35.73223173662267,shrub,0.59,0.5,10.3,1.6
136.77064960521994,35.73223170611878,shrub,1.79,0.5,1.7,2.2
136.77157958338003,35.73223171934613,tree,6.52,0.5,0.2,NA
136.77250957440538,35.73223173626275,shrub,0.66,0.5,10.5,1.7
136.7734394947768,35.732231739682064,shrub,0.81,0.6,10.1,1.4
136.7743693207701,35.73223167345531,shrub,0.64,3.4,3.2,1.9
136.77529927523682,35.73223167417517,shrub,0.75,0.5,3.5,1.7
136.776229219256,35.73223167003599,shrub,1.27,3.3,1.9,2.2
136.77715924057225,35.73223172978405,shrub,0.69,0.5,10.5,1.5
136.77808916359677,35.732231723665265,shrub,0.74,4.5,11.0,1.6
136.77901910881315,35.73223171403719,shrub,0.43,2.8,3.3,1.6
136.77994897130878,35.73223167615477,tree,5.86,0.5,0.8,NA
136.7808790194083,35.73223173590282,shrub,0.76,0.5,9.9,1.5
136.78180886237024,35.73223168020396,shrub,0.97,0.5,3.4,1.8
136.78273884040917,35.73223171178765,shrub,1.17,1.3,1.8,2.4
136.78366883152646,35.732231728434314,tree,4.12,7.6,3.7,NA
136.78459876401783,35.73223172357528,shrub,0.71,1.9,10.2,1.4
136.78552870208998,35.73223172312537,shrub,0.68,3.4,3.2,1.9
136.78645860149473,35.732231707378524,shrub,0.84,3.6,9.7,1.5
136.78738859369483,35.732231735092974,shrub,0.71,3.1,9.6,1.6
136.7883184256714,35.732231669586085,tree,4.71,10.0,0.6,NA
136.78924836999738,35.73223167129574,shrub,0.56,0.5,9.5,1.3
136.79017835257412,35.732231698110375,shrub,1.73,5.9,1.0,2.3
136.7911083575789,35.73223173914217,shrub,0.7,2.5,10.5,1.6
136.7920381968026,35.732231670575885,shrub,0.75,2.7,10.2,1.5
136.7929682584162,35.73223173464307,shrub,1.64,3.3,1.1,2.2
136.7938981029318,35.732231691901625,shrub,0.46,1.0,2.6,1.7
136.79482813083018,35.73223173131374,shrub,1.8,1.2,1.5,2.2
136.7957579739036,35.73223168380324,shrub,0.76,7.2,10.8,1.5
136.75892897466346,35.73298788158369,tree,4.79,4.5,-0.3,NA
136.75985886953268,35.732987846580684,shrub,0.79,3.5,3.2,1.7
136.76078880293596,35.73298783569286,shrub,0.71,1.9,3.7,1.6
136.76171882899862,35.732987890941814,shrub,0.65,3.9,3.4,1.7
136.76264870635273,35.73298784271146,tree,5.74,6.4,2.6,NA
136.763578625461,35.73298783110378,shrub,0.8,0.8,9.7,1.4
136.76450865925997,35.73298788905219,tree,5.38,7.0,1.8,NA
136.76543854129838,35.732987832273544,shrub,0.93,0.5,9.8,1.5
136.76636853086566,35.73298785305939,tree,5.51,3.9,1.6,NA
136.76729846595595,35.732987845860826,tree,4.3,1.9,3.5,NA
136.7682283920524,35.73298783542292,tree,5.9,4.6,2.1,NA
136.7691583333684,35.73298782669466,tree,4.04,4.6,0.8,NA
136.77008834215198,35.732987871685665,shrub,0.71,4.2,9.7,1.6
136.7710182663757,35.73298785422916,shrub,1.04,8.7,1.7,2.1
136.77194825009582,35.732987881403716,shrub,0.75,0.5,2.7,1.7
136.772878213531,35.73298787582484,shrub,1.66,0.5,1.5,2.2
136.77380806511184,35.732987833533294,shrub,0.81,2.9,10.4,1.4
136.77473809992992,35.73298788788242,shrub,0.54,2.1,2.7,1.6
136.77566799724337,35.732987838842234,shrub,1.69,0.5,1.1,2.3
136.77659790215014,35.73298783011398,shrub,0.63,4.3,2.6,1.7
136.77752788794223,35.7329878544991,shrub,0.82,4.8,10.1,1.3
136.77845787545698,35.73298785926815,tree,4.07,5.7,1.6,NA
