GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763047144432,35.73223170584883,tree,3.66,2.5,1.8,NA
136.7585603858198,35.73223170377924,shrub,0.75,1.5,9.9,1.4
136.7594903546833,35.73223173131374,shrub,1.28,0.5,2.0,2.4
136.76042030543638,35.732231735992805,tree,5.09,7.6,2.2,NA
136.76135026972517,35.73223173302339,shrub,1.76,0.9,2.3,2.5
136.76228021989957,35.73223173356329,shrub,2.02,5.3,0.9,2.2
136.763210119865,35.73223172213557,shrub,1.22,4.2,2.3,2.4
136.76414004288577,35.73223171214757,shrub,1.7,5.5,0.9,2.1
136.76506999002885,35.732231717366524,shrub,1.9,5.8,0.0,2.1
136.76599989975898,35.732231704859025,shrub,1.1,7.1,1.6,2.5
136.76692987229904,35.732231727444514,shrub,1.68,0.5,1.0,2.3
136.76785977224222,35.7322317009898,shrub,1.23,9.5,2.0,2.3
136.76878970554986,35.732231691901625,shrub,1.13,7.4,1.4,2.1
136.76971962105947,35.732231673545286,shrub,1.36,0.5,1.6,2.3
136.7706495904359,35.7322317009898,tree,3.96,1.9,1.9,NA
136.77157955006922,35.73223170458908,shrub,1.23,9.0,1.9,2.4
136.7725094489606,35.73223167030594,tree,5.4,7.8,2.7,NA
136.77343941085513,35.732231683083384,tree,5.77,1.0,1.6,NA
136.77436943622027,35.73223172753449,tree,3.29,7.9,2.0,NA
136.77529935799035,35.73223171475705,shrub,0.97,0.5,1.6,2.3
136.7762292406286,35.732231692081584,tree,5.46,0.5,1.2,NA
136.77715920036437,35.73223170269946,tree,6.42,0.5,2.3,NA
136.77808916998305,35.732231720875824,shrub,1.85,0.5,1.3,2.2
136.77901912433842,35.73223173725255,shrub,0.68,2.2,10.4,1.4
136.77994901848905,35.732231708458315,shrub,1.71,1.0,1.2,2.3
136.7808789886233,35.732231730413915,shrub,1.15,3.1,2.5,2.3
136.78180896500209,35.73223173113377,tree,5.73,3.1,4.2,NA
136.78273881553588,35.73223167984403,shrub,1.24,0.5,2.1,2.6
136.78366885744055,35.73223173437313,tree,5.05,5.1,2.2,NA
136.7845986967162,35.73223167588482,shrub,0.69,0.7,3.2,1.7
136.78552859392641,35.73223167129574,shrub,0.89,4.5,11.5,1.5
136.78645864678478,35.73223173194361,shrub,1.73,0.7,0.5,2.3
136.78738858473304,35.73223173464307,shrub,0.86,4.5,10.3,1.6
136.78831846097947,35.73223169433113,shrub,1.88,0.5,1.8,2.2
136.78924842565073,35.73223170008998,tree,5.1,4.7,1.2,NA
136.7901783399391,35.73223169217157,shrub,1.74,5.0,1.1,2.3
136.79110837003583,35.732231734733055,tree,5.62,8.0,0.9,NA
136.79203825415664,35.73223169514097,shrub,0.53,0.5,9.8,1.6
136.79296824196337,35.73223173131374,shrub,1.9,0.5,1.4,2.5
136.79389812502453,35.73223171223755,shrub,0.72,0.5,9.8,1.4
136.7948280450318,35.73223169676065,shrub,0.76,1.9,11.2,1.5
136.79575798799794,35.73223168479304,shrub,0.77,3.3,10.3,1.5
136.7589289138736,35.73298784064187,shrub,1.32,0.5,1.4,2.4
136.75985879476505,35.732987822825436,shrub,0.74,2.1,11.0,1.6
136.76078885820522,35.732987869166166,shrub,1.3,2.8,2.1,2.4
136.7617187206119,35.73298782273545,shrub,1.3,2.5,1.8,2.4
136.76264867190855,35.7329878390222,shrub,0.83,6.1,2.1,1.6
136.7635786652579,35.73298785530894,tree,4.5,3.9,2.0,NA
136.7645085683493,35.73298783218357,shrub,0.68,0.5,10.2,1.6
136.7654386357071,35.73298788905219,shrub,0.76,0.5,9.7,1.7
136.7663684724065,35.73298783461308,shrub,1.39,4.6,2.1,2.3
136.7672985068167,35.732987879964014,tree,2.94,7.8,0.4,NA
136.7682283938271,35.7329878445111,tree,3.36,1.8,1.3,NA
136.76915839283453,35.73298786286743,shrub,1.86,5.7,1.1,2.4
136.77008835431258,35.73298788959208,shrub,1.25,7.9,2.3,2.2
136.77101826458613,35.7329878535093,shrub,1.71,2.7,1.4,2.4
136.77194823346613,35.73298787816437,shrub,1.56,4.3,2.2,2.4
136.7728781790156,35.732987873125374,shrub,0.68,0.5,3.3,1.7
136.7738080689479,35.73298784208159,shrub,1.96,3.6,0.8,2.5
136.77473810474547,35.732987890042,tree,4.38,3.3,1.8,NA
136.7756680613779,35.73298789139172,shrub,0.62,5.1,2.6,1.7
136.77659798147693,35.732987880683865,shrub,1.19,4.8,1.7,2.4
136.77752788987428,35.732987837582485,shrub,0.64,8.1,3.2,1.7
136.77845789049346,35.732987867636474,tree,5.98,4.2,1.7,NA
136.77938777839464,35.73298785035993,tree,5.27,0.5,2.1,NA
136.78031770683094,35.73298783065387,shrub,0.64,7.8,9.8,1.4
136.78124770862814,35.732987870155974,shrub,0.7,0.5,10.4,1.5
136.7821776868648,35.732987865656874,tree,6.46,8.0,1.1,NA
136.78310768094354,35.732987888422315,shrub,0.63,0.5,9.8,1.5
136.78403754402842,35.73298786178765,shrub,1.88,0.5,0.6,2.0
136.78496750761133,35.732987857648475,shrub,0.61,1.5,2.5,1.7
136.78589747574543,35.73298787123576,shrub,1.14,3.8,1.8,2.3
136.78682741863076,35.73298787321536,shrub,1.77,5.9,0.8,2.2
136.7877574084282,35.73298787744451,tree,3.98,3.3,3.2,NA
136.78868725822457,35.732987831283744,shrub,0.61,0.5,9.8,1.4
136.78961730263055,35.732987881673665,tree,5.43,7.7,0.9,NA
136.79054715286335,35.73298782075585,tree,5.75,2.5,1.6,NA
136.79147718745273,35.732987879604075,shrub,0.62,1.6,3.6,1.7
136.7924070996769,35.73298786727655,shrub,0.44,0.5,10.0,1.4
136.79333704268643,35.73298785521896,shrub,0.69,6.0,9.4,1.5
136.7942670247741,35.73298786133773,tree,5.86,1.4,3.4,NA
136.7951969090101,35.73298783020396,shrub,0.52,5.9,10.5,1.5
136.7961268590397,35.73298783866227,shrub,0.56,0.5,9.9,1.5
136.7970568188693,35.7329878374925,shrub,1.17,6.7,1.8,2.5
136.76022738726573,35.733743976514695,tree,5.69,0.5,1.6,NA
136.7611574508927,35.73374404076185,shrub,0.65,0.5,10.4,1.7
136.76208742373964,35.733744038872224,shrub,2.02,2.9,1.4,2.2
136.76301729630126,35.73374399244151,shrub,0.67,3.2,10.8,1.3
136.76394721186912,35.73374398020396,shrub,1.67,0.5,1.3,2.4
136.76487717695872,35.73374398056389,shrub,0.72,0.5,3.0,1.7
136.76580723199038,35.733744022405524,shrub,1.15,1.2,2.1,2.2
136.7667371693653,35.73374401880624,shrub,1.87,0.5,0.8,2.4
136.76766713929607,35.733744030683866,tree,2.66,5.9,2.2,NA
