GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.7576304198834,35.73223169928014,shrub,1.67,12.7,1.5,2.1
136.75856032206968,35.732231671745645,tree,4.88,6.4,2.5,NA
136.75949031856422,35.732231687402525,shrub,0.74,3.7,3.0,1.7
136.76042025687786,35.73223170674865,shrub,0.55,0.5,9.9,1.7
136.7613501910876,35.73223168929214,tree,5.35,3.6,2.5,NA
136.76228011613182,35.732231682093584,shrub,0.71,0.5,10.4,1.5
136.76321006253198,35.73223169487102,shrub,1.25,1.6,2.3,2.4
136.7641400519634,35.73223172123575,shrub,1.13,4.5,2.4,2.3
136.76506991532654,35.73223166922616,shrub,0.69,4.4,11.0,1.5
136.7659999451325,35.73223172915417,shrub,1.79,2.3,1.2,2.4
136.7669299179429,35.73223173095381,shrub,1.13,5.1,2.4,2.4
136.7678598235144,35.732231722855424,shrub,1.93,0.5,0.6,2.1
136.76878978698392,35.73223173977205,shrub,1.74,3.9,0.8,2.3
136.7697196308715,35.732231686862626,tree,5.52,9.3,1.2,NA
136.77064962545526,35.73223169973005,shrub,1.77,2.0,1.8,2.3
136.77157953440766,35.73223168767247,shrub,1.1,8.2,2.1,2.4
136.77250954691368,35.732231721865624,tree,5.19,1.9,3.4,NA
136.7734394992926,35.732231729424115,shrub,1.21,1.5,1.9,2.4
136.7743693173546,35.732231675074985,shrub,0.86,4.2,2.6,1.6
136.77529934064967,35.73223172231553,tree,6.45,0.5,2.8,NA
136.7762293074943,35.73223173707259,tree,4.43,3.0,1.5,NA
136.77715922139365,35.73223170701859,shrub,0.78,0.5,10.4,1.4
136.7780892035734,35.73223173779244,shrub,1.34,7.3,1.8,2.3
136.77901904552343,35.73223169136173,shrub,1.16,1.2,2.2,2.4
136.77994903357953,35.73223170422915,shrub,1.85,2.1,1.2,2.3
136.7808790209082,35.73223173194361,shrub,0.69,4.9,2.3,1.6
136.7818088807116,35.73223168173365,shrub,0.9,1.4,3.4,1.6
136.78273882484083,35.73223168803239,shrub,1.69,0.5,1.0,2.2
136.78366877128818,35.73223170611878,shrub,0.75,2.0,3.2,1.8
136.7845987522933,35.732231722225556,shrub,1.26,4.7,2.2,2.2
136.78552868232518,35.73223171277744,tree,5.57,7.6,2.7,NA
136.78645853366166,35.73223166994601,shrub,1.11,0.5,1.7,2.1
136.7873885669578,35.73223171430713,tree,4.67,2.3,2.0,NA
136.7883184408099,35.73223168542291,shrub,1.33,3.1,2.1,2.2
136.78924841830826,35.73223168821236,shrub,1.11,9.2,2.3,2.4
136.79017834514812,35.73223169559088,shrub,0.62,2.0,10.8,1.6
136.79110831771553,35.73223171322736,shrub,0.77,3.6,10.3,1.4
136.7920382307984,35.7322316865027,shrub,0.77,0.5,9.9,1.6
