GPS_lon,GPS_lat,pH
136.7576304411062,35.732231709448115,5.49049
136.75856034775848,35.732231678134376,5.54909
136.7594902937435,35.732231675074985,4.00085
136.7613501986729,35.73223168578284,4.18343
136.76321014501826,35.732231734463106,5.31241
136.76414005098434,35.732231722405515,4.2519
136.76506998703155,35.73223172438512,5.52869
136.76599987284175,35.73223167120575,4.43078
136.76692988886953,35.732231728974206,4.61628
136.76878978886447,35.732231725015,5.28664
136.77064956104533,35.73223168065387,3.50322
136.77157961391018,35.73223172726454,3.68854
136.77250944903787,35.732231687942416,4.02286
136.774369392969,35.73223170827834,5.23935
136.7752993274821,35.73223169667066,3.77433
136.7771591775641,35.73223168317337,4.25806
136.77808910308212,35.732231673545286,3.96525
136.77901904943784,35.73223167669466,4.8253
136.78087900476942,35.73223171745651,4.82954
136.7827387899329,35.732231673635276,4.22384
136.78366875511279,35.73223168452309,5.33974
136.7845986791609,35.73223167165567,5.53259
136.78645864653657,35.732231717366524,4.87779
136.7873885466907,35.73223169181164,5.12678
136.79296815549526,35.73223168767247,4.73308
136.76171872299983,35.732987833083385,4.31745
136.7626487492601,35.73298787897421,4.71418
136.76357863060773,35.73298784325135,4.88736
136.76450864078188,35.732987868626275,5.40644
136.7654384910423,35.73298782066587,4.93
136.7663684647377,35.73298783704259,5.34977
136.7672985144286,35.732987875374924,3.55948
136.76822840291058,35.73298785746851,3.88419
136.77101823088933,35.732987850899825,4.10253
136.7719481866191,35.73298783587283,3.69375
136.77380806200406,35.732987830563886,4.19772
136.77473808111222,35.73298787879424,4.20389
136.77566796830396,35.73298782624475,3.65346
136.77752795553835,35.73298788986203,5.11741
136.77938781947367,35.73298785539892,4.95971
136.7812477458417,35.732987873395324,4.74841
136.78217767807655,35.7329878660168,5.46072
136.78310760951564,35.73298786358729,5.1436
136.784967550794,35.73298788878225,5.3873
136.786827435715,35.73298787375525,5.02563
136.78775733515113,35.73298783929214,4.18278
136.7905472095207,35.73298785341932,4.70926
136.79147714155172,35.7329878415417,5.39408
136.79426695403507,35.73298783497301,5.01928
136.79612685549483,35.732987839562085,5.75317
136.79705682962384,35.732987854319134,5.43478
136.7602274499071,35.73374402465507,4.19122
136.76115742173766,35.73374402726454,4.2643
136.762087334047,35.733743991541694,4.42707
136.7630173356952,35.733744022855426,4.82983
136.76487730567882,35.733744041661666,5.08469
136.76673710272848,35.73374399244151,4.33787
136.76766714501468,35.733744028794234,4.30545
136.76859699614346,35.73374397336533,4.20512
136.76952701824413,35.73374400485903,3.99499
136.7704569777962,35.73374399613077,4.44155
136.7713869798009,35.73374404292142,4.86703
136.77231684260173,35.73374397489502,4.66293
136.7741768241845,35.733744003869226,4.99627
136.775106714514,35.73374398254349,3.8405
136.77603668414812,35.733743991541694,4.88445
136.7788266459206,35.73374403572286,5.47736
136.77975651555712,35.73374397219556,4.85562
136.78068646959932,35.7337439784943,5.43122
136.78161643725906,35.733743978224354,4.72707
136.7834763429757,35.73374398029394,4.34589
136.7844063331379,35.73374400278944,4.52513
136.78533627796511,35.733743979304144,5.11624
136.79091610041522,35.733744041661666,3.9265
136.7918460381935,35.733744009628076,4.00828
136.7927759942288,35.73374402681464,4.63529
136.79370586958478,35.733743980023995,4.53061
136.79463595708117,35.733744032123575,4.87227
136.79835569826383,35.73374398209358,4.03241
136.7624559390041,35.73450012831434,5.57532
136.76338591673058,35.73450014874025,4.41269
136.76524591248096,35.73450017645471,3.99513
136.7661758186324,35.73450014586083,4.17381
136.76896580102493,35.7345001904919,4.67805
136.76989572599214,35.73450017942412,5.17437
136.77082567635128,35.73450014667067,4.05415
136.77175562639465,35.73450014073185,3.64402
136.7726856516803,35.734500178344334,5.46555
136.77454552949206,35.73450014280144,3.85994
136.7754755575859,35.73450017618476,4.64674
136.77640549539484,35.73450017420516,4.26895
136.77733539370004,35.734500134793045,4.44241
136.77826539905118,35.734500160797836,4.68366
136.78012529613716,35.734500135962804,5.03641
136.78105530427226,35.734500142261545,4.99817
136.7838452145648,35.73450016520695,5.63942
136.78570511546604,35.73450014865026,3.82693
136.7866350415298,35.734500123275346,5.66669
136.78942502983855,35.73450016889622,5.70098
136.79035494516856,35.734500143071386,4.8198
136.79128490616637,35.73450013713257,4.6694
136.79221495542544,35.73450017078584,3.95184
136.79314488273786,35.734500159088185,5.69034
136.7940748237196,35.734500149550094,5.58952
136.7959348357636,35.73450018455309,5.46984
136.79779474771095,35.73450017816437,4.69526
136.76282455287966,35.73525627759448,4.51616
136.76747453939876,35.735256337162575,3.88099
136.76933440127146,35.7352562765147,4.36106
136.77119446931724,35.735256338872226,5.01631
136.7721244001699,35.73525632267547,4.59572
136.7730544057639,35.735256327894426,4.61862
136.7739843524242,35.73525631574685,3.95095
136.77491436463333,35.73525633725255,4.09328
136.77677428227182,35.735256330143976,4.41497
136.7777042999557,35.73525633950211,5.51136
136.7786342334608,35.735256313317336,4.86986
136.78049409377488,35.735256279214155,4.72888
136.7814241470796,35.735256307828436,5.67599
136.78235404740397,35.73525628191362,4.07992
136.78421402671972,35.73525628713258,4.68001
136.78514408584368,35.73525633266347,5.69164
136.78607400654718,35.73525630791842,4.48067
136.78793396947506,35.73525631016797,4.01849
136.78886397727942,35.735256338062385,4.58739
136.79165386321074,35.73525630485903,4.15418
136.7935138076236,35.73525629343131,4.43524
136.79444375868857,35.73525629145171,5.56427
136.79816367639327,35.73525629739053,4.2106
136.79909369262577,35.735256327354534,4.15137
136.80002362452552,35.73525628542291,4.79634
136.7650533082864,35.736012490581885,5.34302
136.7659833347703,35.73601249670066,5.56921
136.7669132583415,35.736012464937005,4.68621
136.76784316334877,35.736012426424715,3.73835
136.76877326840355,35.73601248995201,4.78668
136.77156318065644,35.73601247771446,4.59099
136.77435305811983,35.7360124275045,5.12387
136.77528312051132,35.73601248455309,5.25154
136.77714307441883,35.736012452519496,3.98127
136.7780730889941,35.73601247483503,5.35749
136.7790030271515,35.73601244712058,3.8247
136.78086295423128,35.73601243632273,3.88736
136.78179299178873,35.73601244631074,3.89523
136.78272295758453,35.73601244667067,3.97395
136.78365295059135,35.73601246106778,4.78078
136.78458291585122,35.73601243560288,5.49025
136.7855128922794,35.736012428494305,3.83521
136.78644289068814,35.7360124535093,3.99187
136.78830294830513,35.73601248797241,4.56486
136.79109287503863,35.73601249022196,4.00835
136.79202280690274,35.73601244667067,5.13796
136.793882766873,35.73601244658069,4.55257
136.79574282898446,35.736012487072585,5.04073
136.7966727569471,35.73601246682664,4.25094
136.79853270700542,35.73601244892022,4.304
136.7994627645662,35.73601248923215,5.09721
136.8022526711877,35.736012472495496,4.99512
136.76542205862043,35.73676864472105,5.03204
136.76635193040102,35.7367685810138,4.49832
136.7672819277317,35.73676858776245,3.90063
136.76821200295188,35.73676862033593,3.67733
136.76914194921358,35.736768597480506,5.70195
136.77007195639987,35.73676861331734,4.62226
136.7710020099723,35.73676864121176,5.46338
136.77193195786487,35.73676861988602,4.08976
136.77286200150985,35.73676863491301,5.24573
136.7737919528448,35.736768631763645,4.24032
136.77472198934794,35.73676863986203,3.99182
136.77565187897707,35.73676857759448,4.13718
136.77751193819466,35.73676861475705,4.68894
136.780301875618,35.73676860593881,4.73498
136.78123193686918,35.736768640491896,4.39881
136.78216186721122,35.73676861268746,3.97038
136.78309183198363,35.73676858173365,4.05293
136.78495183906205,35.73676859595081,5.07274
136.78681184513422,35.73676861286742,5.43594
136.78960178845716,35.736768584163165,4.9732
136.79146177738525,35.73676859883023,5.39771
