GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.7576304590898,35.73223170683863,shrub,0.57,0.5,10.6,1.6
136.75856032236402,35.73223167030594,shrub,0.73,2.7,2.3,1.6
136.75949034760936,35.73223170521896,shrub,0.62,0.5,9.5,1.6
136.76042027112186,35.73223170395921,tree,5.1,0.5,1.0,NA
136.76135022783095,35.732231722675465,shrub,0.8,2.1,3.0,1.8
136.76228009775866,35.732231673005394,shrub,0.5,0.5,3.1,1.7
136.76321008104551,35.73223170719856,shrub,0.63,0.6,2.4,1.7
136.76414000585845,35.7322316874925,shrub,1.09,3.0,2.4,2.3
136.7650699936895,35.73223172033593,shrub,0.59,1.1,2.8,1.9
136.7659998801422,35.732231676874626,shrub,1.39,3.8,1.4,2.3
136.76692979971506,35.7322316804739,shrub,0.53,3.0,11.0,1.6
136.76785985090777,35.73223172933413,shrub,0.65,1.2,9.7,1.4
136.7687897298296,35.73223170674865,tree,4.94,3.3,2.2,NA
136.7697196923073,35.73223170278944,shrub,0.69,0.6,10.8,1.5
136.7706496025968,35.73223168371326,shrub,1.78,4.7,1.6,2.3
136.77157955571013,35.73223171025795,shrub,0.76,1.9,9.2,1.4
136.77250947387162,35.73223170278944,shrub,0.77,5.3,10.4,1.7
136.7734394722205,35.73223171520696,shrub,1.74,0.5,2.0,2.3
136.7743693283487,35.7322316865027,tree,4.68,5.6,1.9,NA
136.7752993715246,35.73223172231553,shrub,0.72,6.9,10.0,1.5
136.77622924342455,35.732231685332934,shrub,0.66,2.1,9.5,1.5
136.77715916261002,35.732231676334735,shrub,0.64,1.9,10.5,1.4
136.77808916976852,35.7322317295141,shrub,0.83,2.5,10.5,1.6
136.7790191322592,35.73223172762448,shrub,0.64,0.5,10.1,1.5
136.7799489762793,35.73223167318537,tree,4.89,1.4,0.2,NA
136.78087900111947,35.7322317170066,shrub,0.71,1.7,10.4,1.4
136.78180882696049,35.732231669316135,shrub,0.58,3.4,9.5,1.6
136.78273887220524,35.732231724115174,shrub,0.9,2.4,3.0,1.7
136.78366881655302,35.73223171043791,shrub,0.65,0.5,9.9,1.5
136.78459880517855,35.73223174058189,tree,6.81,6.7,2.2,NA
136.78552868640253,35.732231706388724,shrub,0.7,1.7,10.9,1.4
136.7864585795528,35.732231698920216,shrub,0.76,0.5,3.8,1.7
136.78738861486207,35.73223173833233,shrub,0.7,0.5,10.3,1.5
136.78831851535188,35.732231711877624,tree,4.18,4.6,2.8,NA
136.78924839567216,35.73223169217157,shrub,1.82,0.5,1.9,2.3
136.79017841262146,35.73223171889622,tree,4.4,7.5,0.9,NA
136.79110833685908,35.732231724115174,shrub,0.68,2.6,10.8,1.6
136.79203826408954,35.73223171754649,shrub,0.83,8.1,10.0,1.3
136.79296815707724,35.7322316904619,shrub,0.63,4.4,10.6,1.6
136.7938980712613,35.73223167552489,shrub,1.75,5.2,1.9,2.5
136.79482804828123,35.73223168164367,tree,3.98,5.8,3.0,NA
136.79575797862051,35.732231672375526,shrub,1.79,0.5,1.0,2.4
136.75892896261087,35.73298787456509,tree,5.15,5.0,3.0,NA
136.75985882519566,35.73298784280144,shrub,0.62,0.5,3.1,1.7
136.76078878338214,35.73298783803239,tree,4.83,5.8,0.9,NA
136.76171876212342,35.732987854319134,shrub,0.69,4.4,10.0,1.3
136.76264867361033,35.732987839562085,shrub,0.66,0.6,2.3,1.7
136.7635786167052,35.7329878390222,shrub,1.9,2.6,0.7,2.2
136.76450865261648,35.732987879964014,shrub,0.55,0.5,10.6,1.6
136.7654385303656,35.732987832093585,shrub,1.92,0.5,1.8,2.4
136.76636853749207,35.732987880953814,shrub,0.79,4.8,3.0,1.8
136.76729850747174,35.7329878769946,tree,5.9,2.1,4.4,NA
136.7682284510635,35.73298787429514,tree,4.49,7.3,2.8,NA
136.769158308141,35.732987825794844,tree,5.65,7.5,1.7,NA
136.7700883670101,35.73298789112178,shrub,0.72,6.2,10.3,1.4
136.7710181910471,35.73298782138573,shrub,0.66,7.2,10.4,1.3
136.77194819749678,35.732987848650275,tree,2.43,7.3,2.5,NA
136.7728782277798,35.73298789211158,shrub,1.81,0.5,1.0,2.2
136.7738081272432,35.732987873125374,shrub,0.69,0.5,10.2,1.8
136.77473808638467,35.73298787258548,shrub,0.6,0.6,10.9,1.4
136.77566804033367,35.732987880233956,shrub,0.77,2.6,10.6,1.6
136.7765979684136,35.73298787159568,shrub,1.79,0.5,0.5,2.4
136.77752792798563,35.73298787897421,shrub,0.68,2.2,9.4,1.4
136.7784579059193,35.732987872945415,tree,4.62,4.2,1.6,NA
136.77938785436422,35.73298787906418,shrub,0.71,0.5,10.6,1.5
136.78031778314352,35.73298788275345,shrub,0.91,5.7,10.2,1.5
136.7812476786751,35.73298784073185,tree,4.07,6.5,2.8,NA
