GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763037085417,35.732231671565685,tree,4.81,7.5,1.5,NA
136.75856032499317,35.73223167615477,shrub,1.23,6.0,2.1,2.3
136.75949027491197,35.73223167435513,shrub,1.86,1.8,1.6,2.3
136.76042025721273,35.73223169154169,shrub,0.87,5.7,10.6,1.5
136.7613502145775,35.73223171205759,shrub,0.72,2.6,10.2,1.8
136.76228007798568,35.73223167489502,shrub,0.64,1.9,10.6,1.5
136.7632101636433,35.73223173680264,shrub,0.63,2.5,11.2,1.6
136.76414006358695,35.732231735092974,tree,6.87,2.2,1.6,NA
136.76506990250513,35.73223167561488,tree,3.84,3.7,0.6,NA
136.7659998768044,35.732231695680866,tree,5.14,0.5,2.5,NA
136.7669298388278,35.73223168443311,shrub,1.48,3.0,2.3,2.3
136.76785981402466,35.73223171178765,tree,4.69,2.2,0.9,NA
136.76878978272413,35.732231727174565,tree,5.74,7.8,5.5,NA
136.7697196364965,35.73223167615477,shrub,0.86,0.5,10.5,1.4
136.77064965566433,35.732231720155966,shrub,1.8,2.8,0.7,2.2
136.77157951840525,35.73223167777444,shrub,0.73,0.5,10.3,1.7
136.77250946599642,35.73223169685063,shrub,1.75,1.3,2.1,2.1
136.7734394910099,35.73223173059388,shrub,0.66,2.7,9.9,1.6
136.7743693880207,35.73223170107978,tree,5.66,0.5,1.7,NA
136.77529932970057,35.73223171574685,tree,5.31,5.1,0.7,NA
136.77622924669737,35.732231696130775,tree,5.93,3.7,1.9,NA
136.77715926715902,35.73223173869226,tree,4.9,4.6,3.2,NA
136.77808911631976,35.732231693431316,tree,7.24,4.5,2.4,NA
136.77901910201257,35.7322317205159,shrub,0.87,0.5,2.8,1.8
136.77994904410184,35.73223170719856,shrub,0.84,3.3,10.1,1.6
136.7808790058835,35.732231720875824,shrub,0.76,2.7,3.0,1.8
136.7818088572209,35.732231673275344,shrub,1.36,4.5,1.1,2.3
136.78273891364807,35.732231737162564,shrub,0.89,6.1,10.0,1.7
136.78366882467088,35.7322317375225,shrub,1.26,7.8,2.3,2.2
136.7845987041781,35.73223169595081,shrub,0.94,3.8,11.0,1.4
136.78552870699727,35.73223172456509,tree,4.27,3.6,1.5,NA
136.78645854915453,35.73223167516496,shrub,0.73,2.2,3.3,1.8
136.78738849644563,35.73223168227354,shrub,0.7,1.5,9.5,1.6
136.7883184451579,35.73223167777444,shrub,0.71,0.5,10.0,1.5
136.789248467597,35.73223172528495,shrub,0.72,5.8,9.8,1.4
136.79017834169753,35.73223167921416,shrub,0.65,5.9,9.7,1.4
136.79110825039572,35.732231679574085,shrub,0.85,3.9,9.6,1.5
136.79203819529573,35.732231676334735,shrub,0.54,6.5,10.7,1.6
136.79296819642994,35.732231716916615,tree,3.85,3.7,2.5,NA
136.79389809588037,35.73223167903419,shrub,1.78,0.5,1.9,2.2
136.79482805811972,35.732231689562084,shrub,0.77,4.7,10.1,1.6
136.7957580177925,35.73223171070786,shrub,1.92,6.3,1.2,2.2
136.7589289844528,35.73298788986203,shrub,1.72,0.5,0.8,2.3
136.75985882007654,35.732987829574085,shrub,1.8,0.6,2.2,2.3
136.76078881483073,35.73298784829034,tree,6.23,2.4,3.9,NA
136.761718789226,35.73298785656869,tree,4.5,1.1,2.3,NA
136.76264867009206,35.732987839382126,tree,4.02,3.2,0.9,NA
136.76357862955504,35.732987841091784,shrub,0.62,8.9,10.2,1.4
136.76450861676778,35.732987868626275,tree,4.11,5.4,2.9,NA
136.7654385079137,35.73298783416317,shrub,0.68,0.5,10.0,1.6
136.76636845236737,35.73298783164367,shrub,0.64,3.3,10.5,1.8
136.7672984578895,35.732987843161375,shrub,1.08,7.1,1.2,2.3
136.76822845878414,35.73298789013197,shrub,0.69,3.3,10.9,1.4
136.76915831320088,35.73298783776245,shrub,1.78,0.5,0.9,2.1
136.77008828976875,35.73298783029394,tree,5.74,1.2,0.7,NA
136.7710182875027,35.732987881673665,shrub,1.68,1.9,2.1,2.3
136.7719482744261,35.732987885003006,tree,5.86,4.7,1.4,NA
136.77287813621288,35.73298784730054,shrub,0.62,3.8,2.7,1.7
136.7738080789319,35.73298784667066,shrub,1.85,1.9,1.0,2.1
136.7747380198204,35.732987834343135,shrub,1.94,4.2,1.1,2.2
136.77566795235865,35.7329878284943,shrub,0.67,0.5,10.6,1.7
136.7765979949485,35.7329878670066,shrub,1.22,4.6,2.1,2.3
136.77752797086387,35.7329878824835,shrub,0.81,6.4,9.7,1.5
136.7784578125064,35.73298782435513,shrub,0.65,0.9,3.6,1.9
136.7793877956375,35.732987844871026,shrub,1.9,4.3,0.7,2.2
136.7803178088312,35.732987874385124,tree,5.31,3.2,2.2,NA
136.7812477125263,35.732987864307134,tree,4.9,3.3,2.3,NA
136.78217763966873,35.73298784172165,shrub,0.6,2.4,9.9,1.6
136.78310758493672,35.73298784019196,tree,3.54,8.9,1.8,NA
136.7840375329407,35.73298784064187,shrub,0.59,5.2,9.6,1.5
136.78496745311836,35.732987837132576,shrub,0.74,0.5,10.4,1.4
136.78589742939934,35.73298785017997,shrub,0.47,4.5,9.6,1.4
136.78682745581273,35.73298788932214,shrub,0.69,0.5,10.4,1.3
136.7877573332294,35.732987833083385,shrub,0.88,12.9,10.1,1.4
136.78868736757636,35.73298789121176,tree,5.98,5.0,1.2,NA
136.7896172550522,35.732987853329334,shrub,1.74,0.5,0.8,2.3
136.79054719611221,35.732987863137375,tree,3.39,0.5,1.8,NA
136.79147717865857,35.73298785998801,shrub,0.67,0.5,9.7,1.6
136.7924070371542,35.73298782372526,shrub,0.78,1.1,10.2,1.4
136.7933370153243,35.73298782975405,shrub,0.66,0.5,9.9,1.5
136.79426700417508,35.732987859718065,shrub,0.71,2.7,9.7,1.4
136.79519698462897,35.7329878865327,tree,4.22,9.0,0.4,NA
136.79612691693856,35.73298787681464,shrub,0.71,0.5,4.2,1.6
136.79705690416571,35.73298788734253,shrub,0.87,6.5,10.4,1.4
136.76022740460178,35.73374399982004,shrub,0.7,3.5,11.0,1.4
136.76115737675474,35.73374400944811,shrub,0.79,1.6,10.7,1.4
136.76208730880165,35.733743984703054,shrub,0.78,2.9,10.2,1.5
136.76301726641796,35.73374398335333,shrub,0.63,4.7,4.0,1.7
136.7639472887568,35.733744015566884,tree,5.02,8.1,1.0,NA
136.76487725606208,35.73374402546491,shrub,0.86,1.0,9.9,1.4
136.7658072417469,35.73374402834433,shrub,1.8,2.0,2.5,2.2
136.76673711035644,35.73374399424115,tree,4.9,6.0,2.4,NA
136.76766709796615,35.73374399721056,shrub,1.16,1.3,3.2,2.4
136.7685969825775,35.733743973005396,shrub,0.82,5.3,3.0,1.7
136.769527011269,35.73374400053989,shrub,0.84,5.2,10.9,1.4
136.77045700770915,35.73374401889622,shrub,1.8,3.1,1.2,2.1
136.77138690430232,35.7337439775045,tree,4.13,4.7,1.7,NA
136.77231691524383,35.73374403059388,tree,5.49,6.9,1.3,NA
136.7732468297381,35.733744000269944,shrub,0.78,0.9,3.0,1.7
136.77417676202307,35.733743981013795,shrub,0.71,6.3,9.9,1.7
136.77510676532884,35.73374400368927,shrub,1.24,4.0,2.4,2.5
136.776036678337,35.73374397894421,shrub,0.74,4.9,11.2,1.5
136.77696664387122,35.73374397885423,tree,3.8,7.1,2.8,NA
136.77789661575304,35.73374399019196,shrub,0.52,6.0,11.0,1.4
136.77882659172806,35.733743991541694,shrub,1.67,0.8,0.6,2.4
136.77975658240226,35.73374401304739,shrub,0.66,6.5,9.7,1.6
136.78068643965673,35.733743972465504,shrub,0.8,4.3,10.5,1.4
136.78161643013647,35.73374398245351,tree,3.93,0.7,2.0,NA
136.7825464078076,35.7337439804739,shrub,0.75,2.1,10.0,1.7
136.7834764547093,35.7337440314937,shrub,0.81,4.4,3.2,1.8
136.7844063116931,35.73374399172165,shrub,0.88,3.4,10.3,1.6
136.78533629114085,35.73374399361128,shrub,0.73,0.5,10.8,1.5
136.78626623178383,35.73374397561488,shrub,0.68,8.1,10.4,1.5
136.78719619393502,35.73374397471506,shrub,0.76,0.5,10.6,1.6
136.78812613247115,35.73374397894421,tree,3.67,5.3,2.7,NA
136.78905614437815,35.73374399928015,shrub,1.11,0.5,2.2,2.3
136.789986078791,35.73374399982004,tree,3.77,1.9,2.0,NA
136.7909160511051,35.73374400341932,shrub,1.75,0.5,1.2,2.3
136.791846012656,35.73374399244151,shrub,0.68,4.9,3.1,1.6
136.79277599357135,35.73374401979604,shrub,2.03,0.5,1.2,2.2
136.79370594006068,35.733744022405524,shrub,0.62,3.5,3.4,1.6
136.7946359092034,35.733744011337734,shrub,0.6,0.5,2.4,1.9
136.79556583101302,35.73374398695261,tree,5.31,3.2,4.0,NA
136.7964958503494,35.73374404247151,shrub,1.59,0.5,1.3,2.3
136.7974257258459,35.733743993251345,tree,5.89,5.5,2.3,NA
136.79835576680912,35.73374403185363,shrub,1.15,8.3,1.6,2.2
136.76152595009165,35.73450012489502,shrub,1.86,0.5,1.3,2.1
136.762455941998,35.73450014694062,shrub,1.91,4.8,0.8,2.3
136.7633859294332,35.73450014415117,shrub,0.63,1.8,3.4,1.6
136.7643158600087,35.73450013119376,shrub,0.62,5.6,10.4,1.4
136.76524582879682,35.73450012579484,shrub,1.32,0.5,1.8,2.3
136.7661759056675,35.73450018455309,shrub,0.61,0.5,9.7,1.5
136.76710579946547,35.734500144511095,tree,4.45,5.7,2.9,NA
136.76803572639298,35.73450014064187,shrub,1.83,0.5,1.5,2.5
136.76896570971113,35.734500148020395,tree,5.43,0.5,1.9,NA
136.76989570593207,35.734500150539894,tree,6.01,5.9,0.9,NA
136.77082567698122,35.734500164757044,shrub,1.2,1.7,2.6,2.3
136.77175557549336,35.73450012417516,tree,5.94,2.2,1.6,NA
136.77268558315203,35.73450013812238,shrub,1.9,0.5,0.8,2.3
136.7736155858059,35.73450015791842,shrub,1.7,1.0,0.6,2.4
136.77454557570866,35.734500183563284,shrub,0.86,3.1,3.7,1.7
136.77547550846984,35.734500156028794,shrub,1.95,3.9,1.1,2.4
136.77640551679346,35.73450017519496,shrub,0.6,4.2,3.5,1.6
136.77733540954242,35.73450014640073,shrub,0.63,0.5,9.9,1.6
136.77826546291902,35.734500194181166,shrub,0.78,4.5,9.7,1.5
136.77919538379936,35.734500154769044,shrub,0.54,7.8,9.3,1.4
136.7801253882739,35.73450018941212,shrub,0.5,6.3,10.0,1.3
136.78105538306454,35.73450019013197,shrub,1.78,1.2,0.5,2.2
136.78198532049362,35.73450018374325,tree,3.89,1.5,0.9,NA
136.78291522659865,35.73450015215957,shrub,0.73,1.5,3.1,1.7
136.7838452240468,35.73450015242952,shrub,0.73,2.5,10.7,1.5
136.78477521999454,35.734500167546486,shrub,1.83,6.9,1.6,2.3
136.78570518041042,35.73450017402519,shrub,1.69,0.5,1.6,2.2
136.7866351561341,35.73450019328134,tree,4.96,11.1,3.0,NA
136.78756510364815,35.73450016718657,shrub,0.84,7.2,10.0,1.6
136.78849507015758,35.734500166646676,shrub,0.71,7.1,10.1,1.5
136.78942503708677,35.734500166286736,tree,4.66,0.5,1.9,NA
136.79035498650356,35.73450015089982,shrub,0.87,0.5,10.1,1.4
136.79128493479405,35.73450014568086,shrub,0.58,1.6,3.4,1.8
136.79221486893192,35.73450012642472,shrub,0.64,0.5,10.5,1.6
136.7931448478411,35.73450013542291,tree,3.79,6.2,1.7,NA
136.79407493051175,35.734500193551284,tree,5.66,0.9,1.1,NA
136.7950047481875,35.73450012408519,shrub,0.77,4.2,10.3,1.3
136.79593480975353,35.73450016889622,tree,5.6,7.2,2.7,NA
136.79686475439118,35.73450015278944,shrub,0.68,2.4,9.7,1.5
