GPS_lon,GPS_lat,Plant,height_m,leaf_length_cm,leaf_aspect_ratio,bud_length_cm
136.75763041857587,35.732231690012,shrub,1.06,9.6,2.5,2.3
136.75856045566053,35.73223173491302,tree,2.45,3.4,0.3,NA
136.75949028548524,35.732231670845835,shrub,1.8,0.5,1.4,2.4
136.76042024644482,35.73223168920216,shrub,1.79,3.4,1.7,2.4
136.76135026726354,35.73223173410318,shrub,1.05,3.8,1.8,2.3
136.76228010540666,35.73223167030594,tree,5.79,5.3,1.9,NA
136.76321004865352,35.7322316804739,shrub,1.71,3.5,0.7,2.2
136.76414008540848,35.73223173536292,tree,2.8,7.9,2.2,NA
136.76506992961086,35.73223168695261,shrub,1.13,6.7,1.4,2.3
136.7659999521718,35.73223173383323,tree,5.43,6.7,3.4,NA
136.7669298625068,35.732231704859025,tree,6.52,10.5,2.1,NA
136.76785978823733,35.73223170746851,tree,5.48,0.5,3.5,NA
136.76878967930412,35.73223167120575,shrub,0.78,1.6,10.5,1.5
136.7697196847323,35.73223171403719,shrub,1.7,3.2,2.1,2.3
136.77064960346425,35.73223170773845,shrub,1.23,0.7,2.1,2.4
136.77157953226413,35.73223168191362,shrub,1.57,0.5,0.7,2.2
136.77250954575075,35.732231739682064,shrub,2.07,4.2,1.0,2.3
136.77343941477696,35.73223170224955,tree,5.53,5.9,2.4,NA
136.7743693811732,35.732231713137374,shrub,1.6,4.8,0.6,2.2
136.7752992813187,35.73223168029394,shrub,1.21,4.1,1.7,2.5
136.77622919836168,35.73223167030594,shrub,1.96,0.5,1.6,2.3
136.7771591870786,35.732231688842226,shrub,1.79,0.5,1.1,2.3
136.7780891757955,35.73223171259748,shrub,1.24,1.6,2.2,2.3
136.7790190430488,35.732231690371925,shrub,1.14,8.5,1.9,2.3
136.77994895917587,35.732231677144576,shrub,0.56,2.7,10.8,1.6
136.7808789570581,35.73223169019196,shrub,1.99,0.5,1.1,2.5
136.78180883859721,35.7322316704859,shrub,1.12,2.1,2.5,2.3
136.78273888042628,35.73223173734253,tree,3.77,3.9,3.4,NA
136.7836687444834,35.732231685872826,shrub,0.74,3.6,9.9,1.6
136.78459872538528,35.732231700179966,tree,4.91,0.5,2.7,NA
136.7855286095013,35.73223168326335,shrub,0.67,2.4,11.2,1.6
136.78645860871438,35.732231695860825,shrub,0.8,1.3,2.7,1.6
136.78738860543257,35.73223172807438,shrub,0.48,4.9,3.0,1.9
136.7883184617842,35.73223168191362,shrub,1.75,1.5,1.3,2.2
136.7892485013346,35.73223173932214,shrub,1.03,7.6,2.1,2.2
136.79017832118882,35.73223168254349,shrub,1.79,4.8,2.0,2.3
136.7911083419117,35.73223172789442,shrub,0.61,3.7,9.8,1.5
136.79203827228895,35.732231704409116,shrub,0.86,1.9,10.1,1.7
136.79296824170237,35.73223173554289,shrub,0.46,2.2,11.1,1.5
136.79389811683623,35.73223170134973,shrub,0.86,4.4,3.2,1.8
136.79482811215968,35.73223173977205,tree,4.76,0.5,2.4,NA
136.79575796761358,35.73223167408518,shrub,0.68,3.6,10.0,1.7
136.75892893423352,35.732987860617875,shrub,0.84,4.0,10.8,1.6
136.75985888811817,35.73298786745651,shrub,0.7,10.7,3.9,1.7
136.76078877236392,35.7329878224655,tree,6.0,4.6,2.4,NA
136.76171872846155,35.732987829304136,tree,6.04,3.9,-0.2,NA
136.7626487151594,35.73298786781644,shrub,0.66,3.7,3.7,1.8
136.7635786118022,35.73298783668266,shrub,0.72,4.8,2.6,1.7
136.76450865126802,35.73298786970606,shrub,0.81,4.3,10.4,1.2
136.76543851642077,35.732987837312535,tree,6.36,3.8,0.9,NA
136.7663685150775,35.732987859718065,tree,4.03,4.2,3.6,NA
136.76729847925148,35.73298786223755,shrub,0.85,0.7,9.7,1.6
136.7682284786458,35.73298788320336,shrub,0.77,2.3,10.4,1.6
136.7691583590291,35.73298785980804,shrub,1.77,6.9,0.9,2.4
136.77008836820244,35.73298789175165,shrub,1.61,0.5,1.7,2.2
136.77101828702013,35.732987880683865,shrub,1.2,2.4,2.1,2.5
136.77194818038453,35.73298784442112,tree,3.87,5.7,3.0,NA
136.7728781463521,35.73298784676065,shrub,1.33,4.8,1.9,2.3
136.77380814721442,35.732987871415716,tree,4.56,4.8,0.2,NA
136.77473809013358,35.73298787573486,tree,3.33,0.5,1.7,NA
136.77566800985474,35.732987865386924,shrub,1.84,5.8,1.7,2.2
